01.MHAa42e1.seq	WC-118
36.MHAa91g12.seq	WC-1032
36.MHAa92g12.seq	WC-1992
36.MMHAP10FD6.seq	WC-1394
36.MMHAP10FRD12.seq	WC-193
36.MMHAP11FLD6.seq	WC-713
36.MMHAP12FLD6.seq	WC-656
36.MMHAP14FLD6.seq	WC-1753
36.MMHAP15FRD12.seq	WC-565
36.MMHAP17FRD12.seq	WC-829
36.MMHAP25FLD6.seq	WC-521
36.MMHAP25FRD12.seq	WC-1121
36.MMHAP26FLD6.seq	WC-161
36.MMHAP26FRD12.seq	WC-245
36.MMHAP28FRD12.seq	WC-24
36.MMHAP29FRD12.seq	WC-1765
36.MMHAP31FLD6.seq	WC-973
36.MMHAP36FLD6.seq	WC-45
36.MMHAP36FRD12.seq	WC-1385
36.MMHAP47FLD6.seq	WC-338
36.MMHAP4FRD12.seq	WC-424
36.MMHAP50FRD12.seq	WC-1753
36.MMHAP53FLD6.seq	WC-991
36.MMHAP53FRD12.seq	WC-1751
36.MMHAP54FLD6.seq	WC-1678
36.MMHAP59FRD12.seq	WC-1020
36.MMHAP61FLD6.seq	WC-722
36.MMHAP61FRD12.seq	WC-179
36.MMHAP62FLD6.seq	WC-1655
36.MMHAP63FRD12.seq	WC-1354
36.MMHAP64FRD12.seq	WC-902
36.MMHAP66FLD6.seq	WC-1910
36.MMHAP67FLD6.seq	WC-356
36.MMHAP68FLD6.seq	WC-1821
36.MMHAP69FLD6.seq	WC-690
36.MMHAP70FLD6.seq	WC-1441
36.MMHAP70FRD12.seq	WC-1048
36.MMHAP75FRD12.seq	WC-1061
36.MMHAP7FLD6.seq	WC-753
36.MMHAP7FRD12.seq	WC-524
36.MMHAP81FLD6.seq	WC-1422
36.MMHAP85FRD12.seq	WC-182
36.MMHAP86FRD12.seq	WC-1123
36.MMHAP87FLD6.seq	WC-1858
36.MMHAP88FLD6.seq	WC-1972
36.MMHAP8FRD12.seq	WC-2034
36.MMHAP90FLD6.seq	WC-968
36.MMHAP91FLD6.seq	WC-169
36.MMHAP94FRD12.seq	WC-1340
36.MMHAP97FRD12.seq	WC-439
36.MMHAP9FLD6.seq	WC-1746
36.MMHAP9FRD12.seq	WC-1463
36.mHAa3c12.seq	WC-283
37.E1_9_6_95.seq	WC-379
37.MHAa56h1.seq	WC-911
37.MHAa58d1.seq	WC-1137
37.MHAa59d1.seq	WC-208
37.MHAa63d1.seq	WC-844
37.MHAa64h1.seq	WC-1877
37.MHAa90d1.seq	WC-174
37.MHAa91h1.seq	WC-1352
37.MHAa92d1.seq	WC-1013
37.MMHAP12FLE4.seq	WC-300
37.MMHAP12FRE10.seq	WC-215
37.MMHAP14FLE4.seq	WC-1685
37.MMHAP14FRE10.seq	WC-998
37.MMHAP15FRE10.seq	WC-218
37.MMHAP16FLE4.seq	WC-606
37.MMHAP17FE4.seq	WC-1718
37.MMHAP17FRE10.seq	WC-1478
37.MMHAP23FLE4.seq	WC-1466
37.MMHAP24FRE10.seq	WC-1363
37.MMHAP25FLE4.seq	WC-90
37.MMHAP25FRE10.seq	WC-344
37.MMHAP27FRE10.seq	WC-1635
37.MMHAP28FLE4.seq	WC-1884
37.MMHAP29FRE10.seq	WC-298
37.MMHAP31FLE4.seq	WC-889
37.MMHAP33FRE10.seq	WC-1080
37.MMHAP34FRE10.seq	WC-33
37.MMHAP35FLE4.seq	WC-491
37.MMHAP35FRE10.seq	WC-1519
37.MMHAP37FLE4.seq	WC-498
37.MMHAP37FRE10.seq	WC-231
37.MMHAP38FLE4.seq	WC-1771
37.MMHAP46FRE10.seq	WC-2127
37.MMHAP47FLE4.seq	WC-1669
37.MMHAP4FLE4.seq	WC-1618
37.MMHAP50FLE4.seq	WC-771
37.MMHAP50FRE10.seq	WC-1607
37.MMHAP53FLE4.seq	WC-1896
37.MMHAP53FRE10.seq	WC-1025
37.MMHAP59FRE10.seq	WC-1007
37.MMHAP5FLE4.seq	WC-1504
37.MMHAP61FRE10.seq	WC-2116
37.MMHAP62FLE4.seq	WC-1049
37.MMHAP64FLE4.seq	WC-1185
37.MMHAP65FLE4.seq	WC-1044
37.MMHAP65FRE10.seq	WC-1608
37.MMHAP68FLE4.seq	WC-494
37.MMHAP6FLE4.seq	WC-257
37.MMHAP70FLE4.seq	WC-179
37.MMHAP70FRE10.seq	WC-958
37.MMHAP75FLE4.seq	WC-841
37.MMHAP75FRE10.seq	WC-1298
37.MMHAP76FRE10.seq	WC-1096
37.MMHAP79FLE4.seq	WC-301
37.MMHAP7FLE4.seq	WC-61
37.MMHAP84FLE4.seq	WC-518
37.MMHAP84FRE10.seq	WC-171
37.MMHAP86FRE10.seq	WC-1255
37.MMHAP88FLE4.seq	WC-911
37.MMHAP88FRE10.seq	WC-1481
37.MMHAP91FLE4.seq	WC-52
37.MMHAP9FLE4.seq	WC-1172
37.MMHAP9FRE10.seq	WC-1263
38.MHAa10h2.seq	WC-381
38.MHAa52h2.seq	WC-660
38.MHAa55h2.seq	WC-181
38.MHAa56h2.seq	WC-1077
38.MHAa63h2.seq	WC-1086
38.MHAa64h2.seq	WC-1630
38.MHAa75d2.seq	WC-728
38.MHAa91h2.seq	WC-470
38.MHAa93h2.seq	WC-1955
38.MMHAP10FRE11.seq	WC-1429
38.MMHAP11FLE5.seq	WC-1110
38.MMHAP14FLE5.seq	WC-354
38.MMHAP15FLE5.seq	WC-998
38.MMHAP16FLE5.seq	WC-1035
38.MMHAP20FLE5.seq	WC-486
38.MMHAP23FLE5.seq	WC-94
38.MMHAP23FRE11.seq	WC-893
38.MMHAP26FLE5.seq	WC-980
38.MMHAP26FRE11.seq	WC-1604
38.MMHAP32FLE5.seq	WC-1777
38.MMHAP33FRE11.seq	WC-1541
38.MMHAP34FLE5.seq	WC-1055
38.MMHAP34FRE11.seq	WC-1908
38.MMHAP35FLE5.seq	WC-152
38.MMHAP35FRE11.seq	WC-1652
38.MMHAP36FLE5.seq	WC-1
38.MMHAP37FLE5.seq	WC-1922
38.MMHAP41FLE5.seq	WC-300
38.MMHAP42FLE5.seq	WC-518
38.MMHAP44FLE5.seq	WC-1379
38.MMHAP4FRE11.seq	WC-1694
38.MMHAP50FLE5.seq	WC-345
38.MMHAP50FRE11.seq	WC-1906
38.MMHAP53FRE11.seq	WC-1218
38.MMHAP54FLE5.seq	WC-363
38.MMHAP57FLE5.seq	WC-1618
38.MMHAP58FLE5.seq	WC-819
38.MMHAP5FRE11.seq	WC-234
38.MMHAP62FRE11.seq	WC-652
38.MMHAP64FRE11.seq	WC-1385
38.MMHAP65FRE11.seq	WC-1180
38.MMHAP66FRE11.seq	WC-176
38.MMHAP67FLE5.seq	WC-101
38.MMHAP69FLE5.seq	WC-1881
38.MMHAP69FRE11.seq	WC-1804
38.MMHAP72FLE5.seq	WC-1770
38.MMHAP75FRE11.seq	WC-2091
38.MMHAP79FRE11.seq	WC-159
38.MMHAP80FLE5.seq	WC-1862
38.MMHAP81FRE11.seq	WC-1277
38.MMHAP84FLE5.seq	WC-1669
38.MMHAP85FLE5.seq	WC-1114
38.MMHAP87FLE5.seq	WC-253
38.MMHAP88FLE5.seq	WC-1394
38.MMHAP88FRE11.seq	WC-649
38.MMHAP8FRE11.seq	WC-2025
38.MMHAP93FRE11.seq	WC-1197
38.MMHAP97FRE11.seq	WC-1448
39.MHAa55h3.seq	WC-1515
39.MHAa59d3.seq	WC-1833
39.MHAa64h3.seq	WC-1895
39.MHAa66d3.seq	WC-1759
39.MHAa75d3.seq	WC-1759
39.MHAa77d3.seq	WC-122
39.MHAa90d3.seq	WC-1585
39.MHAa91h3.seq	WC-224
39.MHAa92h3.seq	WC-1104
39.MMHAP11FLE6.seq	WC-1291
39.MMHAP11FRE12.seq	WC-1935
39.MMHAP15FRE12.seq	WC-1077
39.MMHAP16FLE6.seq	WC-650
39.MMHAP20FLE6.seq	WC-843
39.MMHAP23FLE6.seq	WC-1660
39.MMHAP23FRE12.seq	WC-1335
39.MMHAP26FLE6.seq	WC-253
39.MMHAP27FLE6.seq	WC-135
39.MMHAP28FLE6.seq	WC-175
39.MMHAP29FRE12.seq	WC-1096
39.MMHAP33FRE12.seq	WC-1922
39.MMHAP34FLE6.seq	WC-1423
39.MMHAP34FRE12.seq	WC-1363
39.MMHAP35FRE12.seq	WC-1957
39.MMHAP36FRE12.seq	WC-2
39.MMHAP37FRE12.seq	WC-1471
39.MMHAP42FLE6.seq	WC-1096
39.MMHAP45FRE12.seq	WC-1850
39.MMHAP4FRE12.seq	WC-1205
39.MMHAP53FLE6.seq	WC-650
39.MMHAP54FLE6.seq	WC-1403
39.MMHAP57FLE6.seq	WC-276
39.MMHAP58FRE12.seq	WC-1514
39.MMHAP59FRE12.seq	WC-1421
39.MMHAP5FLE6.seq	WC-958
39.MMHAP63FRE12.seq	WC-2087
39.MMHAP66FLE6.seq	WC-581
39.MMHAP67FLE6.seq	WC-1123
39.MMHAP68FLE6.seq	WC-722
39.MMHAP6FLE6.seq	WC-1839
39.MMHAP72FLE6.seq	WC-1903
39.MMHAP75FLE6.seq	WC-741
39.MMHAP76FLE6.seq	WC-1478
39.MMHAP76FRE12.seq	WC-2074
39.MMHAP7FLE6.seq	WC-623
39.MMHAP80FRE12.seq	WC-1629
39.MMHAP81FRE12.seq	WC-215
39.MMHAP84FRE12.seq	WC-1525
39.MMHAP85FLE6.seq	WC-721
39.MMHAP86FLE6.seq	WC-1643
39.MMHAP86FRE12.seq	WC-41
39.MMHAP90FLE6.seq	WC-1487
39.MMHAP94FLE6.seq	WC-841
39.MMHAP94FRE12.seq	WC-1383
39.MMHAP97FLE6.seq	WC-677
39.MMHAP97FRE12.seq	WC-1439
39.MMHAP9FLE6.seq	WC-1657
40.E1_8_31_95.seq	WC-1096
40.E1_9_6_95.seq	WC-1929
40.MHAa27B.seq	WC-61
40.MHAa56h4.seq	WC-1892
40.MHAa61B.seq	WC-837
40.MHAa64h4.seq	WC-1692
40.MHAa89h4.seq	WC-420
40.MHAa90d4.seq	WC-614
40.MHAa91h4.seq	WC-1913
40.MHAa92d4.seq	WC-1096
40.MHAa96d4.seq	WC-1189
40.MMHAP11FRF10.seq	WC-1422
40.MMHAP15FLF4.seq	WC-725
40.MMHAP15FRF10.seq	WC-2043
40.MMHAP16FLF4.seq	WC-1913
40.MMHAP16FRF10.seq	WC-486
40.MMHAP17FF4.seq	WC-2051
40.MMHAP17FRF10.seq	WC-256
40.MMHAP20FRF10.seq	WC-300
40.MMHAP23FLF4.seq	WC-620
40.MMHAP25FLF4.seq	WC-463
40.MMHAP25FRF10.seq	WC-744
40.MMHAP27FRF10.seq	WC-1775
40.MMHAP28FLF4.seq	WC-1491
40.MMHAP28FRF10.seq	WC-748
40.MMHAP29FLF4.seq	WC-1943
40.MMHAP33FLF4.seq	WC-1189
40.MMHAP33FRF10.seq	WC-1685
40.MMHAP37FRF10.seq	WC-1925
40.MMHAP38FLF4.seq	WC-1803
40.MMHAP45FRF10.seq	WC-1386
40.MMHAP46FLF4.seq	WC-1278
40.MMHAP53FLF4.seq	WC-233
40.MMHAP54FLF4.seq	WC-797
40.MMHAP61FLF4.seq	WC-1333
40.MMHAP62FLF4.seq	WC-1379
40.MMHAP63FLF4.seq	WC-476
40.MMHAP63FRF10.seq	WC-1320
40.MMHAP64FRF10.seq	WC-2096
40.MMHAP66FLF4.seq	WC-881
40.MMHAP66FRF10.seq	WC-876
40.MMHAP67FLF4.seq	WC-1400
40.MMHAP68FLF4.seq	WC-522
40.MMHAP70FLF4.seq	WC-1308
40.MMHAP71FLF4.seq	WC-9
40.MMHAP72FLF4.seq	WC-631
40.MMHAP76FLF4.seq	WC-1876
40.MMHAP79FLF4.seq	WC-242
40.MMHAP7FRF10.seq	WC-1044
40.MMHAP80FLF4.seq	WC-1717
40.MMHAP81FLF4.seq	WC-1788
40.MMHAP84FRF10.seq	WC-1986
40.MMHAP88FLF4.seq	WC-362
40.MMHAP8FRF10.seq	WC-890
40.MMHAP90FLF4.seq	WC-1557
40.MMHAP94FLF4.seq	WC-1736
40.MMHAP94FRF10.seq	WC-349
40.MMHAP97FRF10.seq	WC-548
40.MMHAP9FRF10.seq	WC-1952
41.MHAa43f5.seq	WC-1679
41.MHAa52h5.seq	WC-1836
41.MHAa63d5.seq	WC-1837
41.MHAa64h5.seq	WC-180
41.MHAa75d5.seq	WC-1857
41.MHAa77d5.seq	WC-1503
41.MHAa90d5.seq	WC-1679
41.MHAa90h5.seq	WC-2025
41.MHAa96d5.seq	WC-919
41.MMHAP10FF5.seq	WC-935
41.MMHAP11FLF5.seq	WC-498
41.MMHAP12FLF5.seq	WC-820
41.MMHAP12FRF11.seq	WC-514
41.MMHAP15FRF11.seq	WC-1035
41.MMHAP16FLF5.seq	WC-106
41.MMHAP17FF5.seq	WC-362
41.MMHAP17FRF11.seq	WC-237
41.MMHAP20FLF5.seq	WC-352
41.MMHAP23FLF5.seq	WC-902
41.MMHAP25FLF5.seq	WC-1166
41.MMHAP26FRF11.seq	WC-1320
41.MMHAP27FLF5.seq	WC-1910
41.MMHAP28FLF5.seq	WC-2100
41.MMHAP31FLF5.seq	WC-50
41.MMHAP33FRF11.seq	WC-1615
41.MMHAP37FLF5.seq	WC-124
41.MMHAP40FLF5.seq	WC-1660
41.MMHAP42FLF5.seq	WC-1714
41.MMHAP45FRF11.seq	WC-1906
41.MMHAP47FLF5.seq	WC-1383
41.MMHAP4FLF5.seq	WC-1024
41.MMHAP50FLF5.seq	WC-300
41.MMHAP50FRF11.seq	WC-2106
41.MMHAP53FLF5.seq	WC-1871
41.MMHAP54FLF5.seq	WC-1518
41.MMHAP57FLF5.seq	WC-1625
41.MMHAP5FLF5.seq	WC-1052
41.MMHAP5FRF11.seq	WC-82
41.MMHAP61FRF11.seq	WC-1180
41.MMHAP62FLF5.seq	WC-1104
41.MMHAP63FLF5.seq	WC-1527
41.MMHAP64FRF11.seq	WC-1673
41.MMHAP67FLF5.seq	WC-400
41.MMHAP69FLF5.seq	WC-347
41.MMHAP6FLF5.seq	WC-394
41.MMHAP75FLF5.seq	WC-605
41.MMHAP75FRF11.seq	WC-1479
41.MMHAP76FLF5.seq	WC-1188
41.MMHAP76FRF11.seq	WC-1032
41.MMHAP79FLF5.seq	WC-1249
41.MMHAP79FRF11.seq	WC-1043
41.MMHAP7FLF5.seq	WC-2032
41.MMHAP80FLF5.seq	WC-828
41.MMHAP80FRF11.seq	WC-653
41.MMHAP81FRF11.seq	WC-1837
41.MMHAP83FLF5.seq	WC-1986
41.MMHAP83FRF11.seq	WC-743
41.MMHAP84FRF11.seq	WC-2123
41.MMHAP85FLF5.seq	WC-171
41.MMHAP85FRF11.seq	WC-229
41.MMHAP86FRF11.seq	WC-253
41.MMHAP87FRF11.seq	WC-2096
41.MMHAP88FLF5.seq	WC-1119
41.MMHAP88FRF11.seq	WC-998
41.MMHAP90FLF5.seq	WC-996
41.MMHAP91FLF5.seq	WC-1058
41.MMHAP93FRF11.seq	WC-753
41.MMHAP94FLF5.seq	WC-1385
41.MMHAP97FRF11.seq	WC-463
41.MMHAP9FLF5.seq	WC-1379
42.MHAa42h6.seq	WC-890
42.MHAa52h6.seq	WC-1086
42.MHAa64h6.seq	WC-193
42.MHAa75d6.seq	WC-148
42.MHAa77d6.seq	WC-919
42.MHAa90d6.seq	WC-1438
42.MHAa92h6.seq	WC-1205
42.MHAa95d6.seq	WC-2006
42.MHAa96d6.seq	WC-1184
42.MHAa98h6.seq	WC-1820
42.MMHAP10FF6.seq	WC-1481
42.MMHAP15FRF12.seq	WC-551
42.MMHAP16FLF6.seq	WC-1908
42.MMHAP17FRF12.seq	WC-1096
42.MMHAP20FRF12.seq	WC-277
42.MMHAP25FLF6.seq	WC-2134
42.MMHAP25FRF12.seq	WC-494
42.MMHAP27FRF12.seq	WC-1919
42.MMHAP28FLF6.seq	WC-2113
42.MMHAP29FRF12.seq	WC-1958
42.MMHAP31FLF6.seq	WC-1081
42.MMHAP32FLF6.seq	WC-737
42.MMHAP34FRF12.seq	WC-843
42.MMHAP37FRF12.seq	WC-2042
42.MMHAP38FLF6.seq	WC-84
42.MMHAP41FLF6.seq	WC-276
42.MMHAP4FRF12.seq	WC-1435
42.MMHAP50FRF12.seq	WC-1723
42.MMHAP53FLF6.seq	WC-1371
42.MMHAP53FRF12.seq	WC-215
42.MMHAP54FLF6.seq	WC-304
42.MMHAP57FLF6.seq	WC-1271
42.MMHAP59FLF6.seq	WC-1411
42.MMHAP5FLF6.seq	WC-1908
42.MMHAP61FLF6.seq	WC-808
42.MMHAP61FRF12.seq	WC-1356
42.MMHAP62FLF6.seq	WC-2096
42.MMHAP64FLF6.seq	WC-422
42.MMHAP64FRF12.seq	WC-448
42.MMHAP68FLF6.seq	WC-1850
42.MMHAP69FLF6.seq	WC-333
42.MMHAP6FLF6.seq	WC-565
42.MMHAP76FLF6.seq	WC-229
42.MMHAP80FLF6.seq	WC-241
42.MMHAP81FRF12.seq	WC-1784
42.MMHAP85FRF12.seq	WC-1279
42.MMHAP86FRF12.seq	WC-273
42.MMHAP8FRF12.seq	WC-872
42.MMHAP90FRF12.seq	WC-700
42.MMHAP93FRF12.seq	WC-1784
42.MMHAP94FLF6.seq	WC-1255
42.MMHAP97FRF12.seq	WC-155
42.MMHAP9FLF6.seq	WC-1822
43.G1_8_30_95a79B.seq	WC-1740
43.MHAa56h7.seq	WC-1821
43.MHAa63d7.seq	WC-1240
43.MHAa65T_M13Rev.seq	WC-1887
43.MHAa91h7.seq	WC-1282
43.MHAa92d7.seq	WC-1689
43.MHAa92h7.seq	WC-863
43.MHAa98h7.seq	WC-245
43.MMHAP10FG4.seq	WC-1072
43.MMHAP10FRG10.seq	WC-1629
43.MMHAP12FRG10.seq	WC-284
43.MMHAP14FLG4.seq	WC-217
43.MMHAP14FRG10.seq	WC-998
43.MMHAP15FRG10.seq	WC-2018
43.MMHAP18FLG4.seq	WC-1267
43.MMHAP20FRG10.seq	WC-1932
43.MMHAP24FLG4.seq	WC-20
43.MMHAP24FRG10.seq	WC-296
43.MMHAP25FLG4.seq	WC-2070
43.MMHAP25FRG10.seq	WC-148
43.MMHAP26FLG4.seq	WC-1643
43.MMHAP26FRG10.seq	WC-366
43.MMHAP27FLG4.seq	WC-871
43.MMHAP27FRG10.seq	WC-475
43.MMHAP29FRG10.seq	WC-627
43.MMHAP31FLG4.seq	WC-635
43.MMHAP34FRG10.seq	WC-1599
43.MMHAP35FRG10.seq	WC-983
43.MMHAP37FLG4.seq	WC-1588
43.MMHAP42FLG4.seq	WC-1422
43.MMHAP4FRG10.seq	WC-1707
43.MMHAP53FLG4.seq	WC-871
43.MMHAP58FRG10.seq	WC-118
43.MMHAP59FLG4.seq	WC-828
43.MMHAP59FRG10.seq	WC-2116
43.MMHAP5FRG10.seq	WC-522
43.MMHAP61FLG4.seq	WC-171
43.MMHAP61FRG10.seq	WC-1218
43.MMHAP62FLG4.seq	WC-454
43.MMHAP63FLG4.seq	WC-1127
43.MMHAP66FLG4.seq	WC-24
43.MMHAP66FRG10.seq	WC-1965
43.MMHAP67FLG4.seq	WC-1871
43.MMHAP67FRG10.seq	WC-1411
43.MMHAP6FLG4.seq	WC-991
43.MMHAP75FLG4.seq	WC-1201
43.MMHAP75FRG10.seq	WC-1652
43.MMHAP79FLG4.seq	WC-1413
43.MMHAP7FLG4.seq	WC-2052
43.MMHAP7FRG10.seq	WC-1816
43.MMHAP84FRG10.seq	WC-965
43.MMHAP85FLG4.seq	WC-1822
43.MMHAP85FRG10.seq	WC-1905
43.MMHAP88FLG4.seq	WC-616
43.MMHAP90FLG4.seq	WC-1293
43.MMHAP90FRG10.seq	WC-706
43.MMHAP94FLG4.seq	WC-148
43.MMHAP96FLG4.seq	WC-2043
43.MMHAP97FRG10.seq	WC-1108
43.MMHAP9FLG4.seq	WC-252
44.MHAa42h8.seq	WC-336
44.MHAa52h8.seq	WC-381
44.MHAa63d8.seq	WC-1673
44.MHAa95d8.seq	WC-764
44.MHAa96d8.seq	WC-1808
44.MMHAP10FG5.seq	WC-1400
44.MMHAP10FRG11.seq	WC-331
44.MMHAP16FRG11.seq	WC-1301
44.MMHAP17FRG11.seq	WC-1386
44.MMHAP20FRG11.seq	WC-64
44.MMHAP22FRG11.seq	WC-326
44.MMHAP24FRG11.seq	WC-1114
44.MMHAP25FLG5.seq	WC-1549
44.MMHAP25FRG11.seq	WC-1049
44.MMHAP27FRG11.seq	WC-1187
44.MMHAP28FLG5.seq	WC-277
44.MMHAP30FLG5.seq	WC-672
44.MMHAP31FLG5.seq	WC-1259
44.MMHAP33FRG11.seq	WC-1753
44.MMHAP34FLG5.seq	WC-256
44.MMHAP34FRG11.seq	WC-925
44.MMHAP36FLG5.seq	WC-1863
44.MMHAP40FRG11.seq	WC-138
44.MMHAP44FLG5.seq	WC-319
44.MMHAP45FLG5.seq	WC-89
44.MMHAP50FLG5.seq	WC-1630
44.MMHAP54FRG11.seq	WC-841
44.MMHAP58FRG11.seq	WC-674
44.MMHAP5FLG5.seq	WC-1011
44.MMHAP5FRG11.seq	WC-182
44.MMHAP63FRG11.seq	WC-2
44.MMHAP64FRG11.seq	WC-1992
44.MMHAP69FRG11.seq	WC-1755
44.MMHAP6FLG5.seq	WC-94
44.MMHAP6FRG11.seq	WC-1333
44.MMHAP70FRG11.seq	WC-300
44.MMHAP75FLG5.seq	WC-596
44.MMHAP75FRG11.seq	WC-1605
44.MMHAP76FLG5.seq	WC-1812
44.MMHAP79FLG5.seq	WC-982
44.MMHAP7FLG5.seq	WC-1596
44.MMHAP81FLG5.seq	WC-224
44.MMHAP85FLG5.seq	WC-867
44.MMHAP88FLG5.seq	WC-1560
44.MMHAP88FRG11.seq	WC-1901
44.MMHAP91FLG5.seq	WC-241
45.E1_9_6_95.seq	WC-1254
45.G1_8_30_95a79B.seq	WC-1974
45.MHAa42h9.seq	WC-347
45.MHAa49d9.seq	WC-1679
45.MHAa52h9.seq	WC-333
45.MHAa55h9.seq	WC-998
45.MHAa63d9.seq	WC-45
45.MHAa64h9.seq	WC-780
45.MHAa77d9.seq	WC-1134
45.MHAa89h9.seq	WC-1165
45.MHAa91h9.seq	WC-620
45.MHAa92d9.seq	WC-1778
45.MHAa92h9.seq	WC-1074
45.MHAa93h9.seq	WC-1965
45.MMHAP10FG6.seq	WC-1938
45.MMHAP12FLG6.seq	WC-741
45.MMHAP12FRG12.seq	WC-1610
45.MMHAP22FRG12.seq	WC-781
45.MMHAP25FRG12.seq	WC-1582
45.MMHAP26FRG12.seq	WC-1722
45.MMHAP27FRG12.seq	WC-2029
45.MMHAP28FLG6.seq	WC-1137
45.MMHAP29FLG6.seq	WC-1957
45.MMHAP30FLG6.seq	WC-1946
45.MMHAP32FLG6.seq	WC-1908
45.MMHAP33FLG6.seq	WC-1673
45.MMHAP33FRG12.seq	WC-524
45.MMHAP34FLG6.seq	WC-998
45.MMHAP35FRG12.seq	WC-1344
45.MMHAP36FRG12.seq	WC-357
45.MMHAP37FLG6.seq	WC-942
45.MMHAP38FLG6.seq	WC-414
45.MMHAP38FRG12.seq	WC-1847
45.MMHAP45FLG6.seq	WC-214
45.MMHAP46FRG12.seq	WC-837
45.MMHAP53FLG6.seq	WC-1487
45.MMHAP57FLG6.seq	WC-1884
45.MMHAP5FRG12.seq	WC-1970
45.MMHAP61FRG12.seq	WC-2124
45.MMHAP62FLG6.seq	WC-1929
45.MMHAP63FLG6.seq	WC-1739
45.MMHAP66FLG6.seq	WC-1298
45.MMHAP67FLG6.seq	WC-356
45.MMHAP68FLG6.seq	WC-1151
45.MMHAP6FLG6.seq	WC-911
45.MMHAP75FRG12.seq	WC-844
45.MMHAP76FLG6.seq	WC-1867
45.MMHAP76FRG12.seq	WC-164
45.MMHAP79FRG12.seq	WC-24
45.MMHAP81FLG6.seq	WC-650
45.MMHAP82FLG6.seq	WC-1969
45.MMHAP84FLG6.seq	WC-520
45.MMHAP90FRG12.seq	WC-217
45.MMHAP93FRG12.seq	WC-252
45.MMHAP94FLG6.seq	WC-396
45.MMHAP94FRG12.seq	WC-1478
45.MMHAP97FLG6.seq	WC-1487
46.MHAa56h10.seq	WC-895
46.MHAa62T.seq	WC-1582
46.MHAa63h10.seq	WC-1208
46.MHAa64h10.seq	WC-338
46.MHAa65T_M13Rev.seq	WC-1663
46.MHAa89h10.seq	WC-20
46.MHAa90d10.seq	WC-1669
46.MHAa92d10.seq	WC-1121
46.MHAa95d10.seq	WC-620
46.MMHAP10FH4.seq	WC-1663
46.MMHAP11FLH4.seq	WC-300
46.MMHAP11FRH10.seq	WC-847
46.MMHAP12FLH4.seq	WC-1007
46.MMHAP12FRH10.seq	WC-1877
46.MMHAP14FLH4.seq	WC-797
46.MMHAP15FRH10.seq	WC-1851
46.MMHAP17FH4.seq	WC-919
46.MMHAP17FRH10.seq	WC-1618
46.MMHAP18FLH4.seq	WC-1908
46.MMHAP18FRH10.seq	WC-1935
46.MMHAP20FLH4.seq	WC-217
46.MMHAP24FRH10.seq	WC-1082
46.MMHAP25FRH10.seq	WC-824
46.MMHAP27FRH10.seq	WC-2098
46.MMHAP28FLH4.seq	WC-649
46.MMHAP28FRH10.seq	WC-832
46.MMHAP31FLH4.seq	WC-728
46.MMHAP33FRH10.seq	WC-45
46.MMHAP38FRH10.seq	WC-1559
46.MMHAP41FLH4.seq	WC-1825
46.MMHAP42FRH10.seq	WC-797
46.MMHAP4FLH4.seq	WC-1383
46.MMHAP50FLH4.seq	WC-1221
46.MMHAP52FLH4.seq	WC-1100
46.MMHAP57FLH4.seq	WC-2024
46.MMHAP59FLH4.seq	WC-760
46.MMHAP59FRH10.seq	WC-1489
46.MMHAP63FLH4.seq	WC-1342
46.MMHAP64FRH10.seq	WC-573
46.MMHAP66FRH10.seq	WC-649
46.MMHAP67FRH10.seq	WC-1882
46.MMHAP6FLH4.seq	WC-494
46.MMHAP70FLH4.seq	WC-553
46.MMHAP75FRH10.seq	WC-253
46.MMHAP76FLH4.seq	WC-697
46.MMHAP81FRH10.seq	WC-1107
46.MMHAP82FLH4.seq	WC-1543
46.MMHAP84FRH10.seq	WC-562
46.MMHAP86FRH10.seq	WC-217
46.MMHAP87FLH4.seq	WC-1922
46.MMHAP8FRH10.seq	WC-1504
46.MMHAP94FRH10.seq	WC-1722
46.MMHAP97FLH4.seq	WC-972
46.MMHAP97FRH10.seq	WC-1806
46.MMHAP9FLH4.seq	WC-1692
46.MMHAP9FRH10.seq	WC-1495
47.E1_9_6_95.seq	WC-1390
47.G1_8_30_95a79B.seq	WC-2130
47.MHAa52h11.seq	WC-1361
47.MHAa56h11.seq	WC-278
47.MHAa63d11.seq	WC-461
47.MHAa79T.seq	WC-1484
47.MHAa93h11.seq	WC-74
47.MHAa95d11.seq	WC-326
47.MHAa98h11.seq	WC-1320
47.MMHAP11FRH11.seq	WC-2138
47.MMHAP12FLH5.seq	WC-1915
47.MMHAP12FRH11.seq	WC-714
47.MMHAP14FLH5.seq	WC-750
47.MMHAP16FLH5.seq	WC-103
47.MMHAP17FH5.seq	WC-683
47.MMHAP20FRH11.seq	WC-158
47.MMHAP22FRH11.seq	WC-1406
47.MMHAP23FLH5.seq	WC-186
47.MMHAP23FRH11.seq	WC-159
47.MMHAP28FRH11.seq	WC-874
47.MMHAP30FLH5.seq	WC-1932
47.MMHAP31FLH5.seq	WC-1179
47.MMHAP34FRH11.seq	WC-1082
47.MMHAP35FRH11.seq	WC-1308
47.MMHAP36FLH5.seq	WC-874
47.MMHAP38FLH5.seq	WC-1179
47.MMHAP40FLH5.seq	WC-1812
47.MMHAP42FLH5.seq	WC-1668
47.MMHAP44FLH5.seq	WC-1327
47.MMHAP4FLH5.seq	WC-1557
47.MMHAP54FLH5.seq	WC-548
