Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D12Mit19	D602	Chr12	56.8 P		390_E_7
D12Mit196	MT3360	Chr12	56.8 P		152_F_12 184_E_5 218_B_4 302_E_5 381_E_7 403_A_10 405_D_12
D12Mit144	MTH153	Chr12	56.8 P		118_H_3 313_A_7 325_G_3 328_B_8 417_C_11 461_C_9 462_H_4
D12Mit150	MT1609	Chr12	56.8 P		179_E_4 187_H_3 296_F_4 442_A_10
D12Mit134	MT498	Chr12	57.9 P	WC12.42	138_G_1 139_H_4 156_A_1 199_C_11 289_B_1 289_D_12 395_H_2 405_C_2 405_C_3 434_A_4 434_B_1 434_F_10 436_A_3 436_C_12 464_H_6
D13Mit16	B374	Chr13	-5.26803 P	WC13.5	127_H_9 134_B_1 198_G_4 218_B_10 218_C_12 352_B_3 356_G_2 388_C_6 396_B_6 418_E_11 431_H_3 431_H_4
D13Mit134	MT1045	Chr13	-3.41394 P		116_F_2 173_G_7 281_F_3 456_D_3
D13Mit104.2		Chr13		WC13.32	119_H_10
D13Mit96.1		Chr13			375_F_5 375_G_5 375_H_6 405_A_7 421_H_4 459_G_7
D13Mit63.1		Chr13		WC13.40	134_A_10 166_C_2 188_C_7 198_F_11 291_C_9 328_C_12 356_G_9
D13Mit143.1		Chr13		WC13.24	136_H_10 161_C_7 161_F_12 162_G_7 177_C_7 217_E_8 351_H_7 396_A_2 457_B_5 458_A_5
D13Mit298	MT2594	Chr13		WC13.28	136_C_7 278_G_5
D13Mit238.1		Chr13		WC13.2	127_A_4 167_B_8 168_C_3 309_E_8 330_H_9 402_D_9 408_A_3 462_G_3
D13Mit203.2		Chr13		WC13.34	124_A_12 131_B_1 223_C_1 296_F_6 334_G_7 356_H_1 356_H_7 386_F_2 423_H_10 428_H_10 436_B_5 461_C_9
D13Mit318.2		Chr13		WC13.19	137_F_3 287_E_8 389_E_1 430_D_1 438_D_9 444_F_9 459_C_4
D13Mit11.3		Chr13		WC13.24	136_H_10 149_C_3 161_F_12 177_C_7 217_E_8 357_B_3 375_H_4 396_A_2 437_E_4 457_B_5
D13Mit296	MT2042	Chr13		WC13.11	179_E_3 183_D_7 266_B_10 283_C_12 292_B_5 341_H_11 458_E_11
D13Mit53.4		Chr13		WC13.41	410_F_5 463_B_1
D13Mit190.2		Chr13		WC13.45	140_E_9 168_C_1 187_D_1 376_E_4 384_E_2
D13Mit79	MPC2288	Chr13	0.0 P	WC13.8	137_B_3 187_E_8 285_D_3 317_F_9
D13Mit219.2		Chr13		WC13.2	133_G_9 136_G_1 149_F_7 199_A_3 217_A_4 217_C_12 218_A_3 218_G_4 416_H_8 462_G_3
D13Mit262.2		Chr13		WC13.41	122_D_10 125_A_3 132_F_6 135_D_12 160_B_3 163_C_4 324_C_2 417_D_4 463_B_1
D13Mit319	MPC810	Chr13			164_C_1 330_A_10 378_G_11
D13Mit1	A86	Chr13	1.1 P		211_H_2 349_C_1 452_E_5
D13Mit205	MT3102	Chr13	1.1 F	WC13.0	137_D_2 317_A_5 362_B_4 362_B_5 406_E_2 443_B_3
D13Mit300	MTH2979	Chr13	1.1 F	WC13.0	119_G_8 173_F_11 180_E_10 442_A_8 457_B_1 461_H_5
D13Mit206	MT3222	Chr13	1.1 P		393_C_8 463_F_8
D13Mit132	MT491	Chr13	1.1 P	WC13.1	138_E_8 255_F_10 279_B_4 281_H_11 303_C_8 304_H_4 324_F_1 330_A_5 349_A_12 351_A_6 386_E_10 388_A_8 388_B_7 389_F_9 419_F_2 432_H_8 465_F_9
D13Mit235	MT5051	Chr13	1.1 F	WC13.1	281_D_10 281_E_8 304_H_4 351_A_6
D13Mit158	MT1299	Chr13	1.1 F		131_A_7 148_A_4 411_F_10 414_F_10 419_E_10 439_D_7
D13Mit302	MTH2884	Chr13	1.1 F	WC13.0	334_A_5 343_C_4 403_F_5 434_B_5 465_E_2
D13Mit264	MTH507	Chr13	1.1 F	WC13.2	129_H_10 149_F_7 198_D_9 289_C_5 319_C_1 330_G_12 334_D_12 334_F_3 349_E_8 352_B_8 376_H_8
D13Mit207	MT3425	Chr13	2.2 F	WC13.2	162_C_8 162_C_9 376_H_8 448_H_4
D13Mit56	MPC656	Chr13	2.2 F	WC13.2	127_A_4 167_B_8 168_C_3 309_E_8 330_H_9 344_D_6 402_D_9 408_A_3
D13Mit172	MT1474	Chr13	2.2 F	WC13.3	133_C_4 240_E_3 426_E_4
D13Mit153	MT1287	Chr13	2.2 P	WC13.2	133_G_9 136_G_1 149_F_7 199_A_3 217_A_4 217_C_12 218_A_3 218_G_4 416_H_8
D13Mit152	MT1277	Chr13	2.2 F	WC13.0	137_D_2 317_A_5 362_B_5 434_B_5
D13Mit301	MTH3006	Chr13	2.2 F	WC13.0	403_F_5 434_B_5 442_A_8 465_E_2
D13Mit218	MT4359	Chr13	2.2 F	WC13.2	133_G_9 149_F_7 217_A_4 289_G_10 289_H_8
D13Mit303	MTH1735	Chr13	2.2 P	WC13.2	127_A_4 167_B_8 330_E_5 330_H_9 346_F_10 408_A_3
D13Mit238	MT4438	Chr13	2.2 F	WC13.2	139_H_1 167_B_8 291_B_9
D13Mit240	MTH474	Chr13	2.2 F	WC13.2	118_G_2 144_A_4 159_A_11 161_A_11 319_C_1 385_B_2 427_H_1 443_G_1
D13Mit237	MT5180	Chr13	2.2 P	WC13.2	288_E_5 289_C_5 313_H_12 326_A_3 334_D_12 334_F_3 349_D_7 349_E_8 376_H_8 430_F_9
D13Mit80	MMH266	Chr13	2.2 F		137_G_11 179_D_2 266_F_8 397_G_4 405_D_4
D13Mit133	MT1148	Chr13	2.2 P	WC13.6	179_A_12 387_B_6 405_D_11 438_D_10 450_D_11
D13Mit305	MTH2592	Chr13	2.2 F	WC13.2	156_B_10 168_A_10 330_E_5 331_D_5 342_B_2 344_D_9 377_G_11 457_C_8
D13Mit219	MT3924	Chr13	2.2 F	WC13.2	133_G_9 149_F_7 416_H_8
D13Mit174	MT791	Chr13	2.2 F	WC13.2	156_B_10 288_B_3 289_A_3 330_E_5 346_F_10 377_G_11
D13Mit162	MT1659	Chr13	2.2 F	WC13.2	147_B_7 162_C_8 298_A_2 308_A_9 330_E_5
D13Mit216	MTAR4144	Chr13	2.2 F	WC13.3	133_C_4 171_H_5 179_G_11 199_B_2 240_E_3
D13Mit217	MTAR4138	Chr13	2.2 F		180_B_7 316_A_2 359_C_2 375_H_1 382_A_1 409_A_5 417_F_11 437_E_9
D13Mit173	MT2999	Chr13	2.2 F	WC13.4	116_F_2 135_D_3 167_H_1 334_A_4 349_A_1 382_H_1 425_H_8 426_F_9 427_F_8
D13Mit114	MT808	Chr13	2.2 F	WC13.4	135_D_3 167_H_1 177_H_8 389_H_6
D13Mit57	MPC1794	Chr13	2.2 F	WC13.2	156_B_10 289_A_3 298_A_2 330_E_5 345_C_6 346_F_10
D13Mit44	D533	Chr13	2.2 F		117_D_5 137_C_6 335_F_12 381_B_11 412_A_9 432_D_6 439_C_12
D13Mit271	MTH1484	Chr13	2.2 F	WC13.2	133_G_9 136_G_1 149_F_7 199_A_3 217_A_4 289_G_10 289_H_8 416_H_8 456_E_10 462_G_3
D13Mit304	MTH2426	Chr13	2.2 P	WC13.3	171_H_5 179_G_11 282_D_7 320_D_4 419_G_5
D13Mit306	MTH2832	Chr13	3.3 F	WC13.2	156_B_10 298_A_2 308_A_9 330_E_5 377_G_11 441_F_12
D13Mit272	MTH703	Chr13	3.3 F	WC13.6	121_E_9 121_H_10 167_C_7 184_G_11 283_F_11 283_F_12 334_F_11 349_D_8 386_F_3 415_G_3 460_H_2
D13Mit175	MT1900	Chr13	3.3 F	WC13.5	159_C_3 165_D_8 165_H_6 415_C_12 452_C_4
D13Mit3	M79	Chr13	3.3 F	WC13.5	127_H_9 352_B_3 388_C_6
D13Mit17	D541	Chr13	3.3 F	WC13.5	165_D_8 307_E_6
D13Mit115	MT578	Chr13	4.4 F	WC13.5	127_H_9 352_B_3 388_C_6 439_E_3
D13Mit176	MT2384	Chr13	4.4 F	WC13.6	116_G_11 122_E_4 301_H_3 306_H_6 358_H_6 361_B_10 361_C_9 377_C_1 377_C_4 424_B_8
D13Mit220	MT3889	Chr13	4.4 F	WC13.6	113_E_2 179_A_12 281_B_3 387_B_6 405_D_11 450_D_11
D13Mit163	MT1814	Chr13	4.4 F	WC13.6	116_G_11 122_E_4 358_H_6 361_B_10 377_C_1 377_C_4
D13Mit81	MPC2274	Chr13	4.4 F		203_B_9 393_C_8 463_F_8
D13Mit83	MMH213	Chr13	4.4 F	WC13.7	128_B_10 137_G_7
D13Mit197	MT3163	Chr13	4.4 F	WC13.6	135_B_2 324_C_1 387_B_6 405_D_11 450_D_11
D13Mit84	MPC1392	Chr13	4.4 F	WC13.6	116_G_11 122_E_4 179_A_12 301_H_3 361_B_10 377_C_4 387_B_6 424_B_8
D13Mit82	MPC1358	Chr13	4.4 P	WC13.7	128_B_10 214_E_8 393_C_8
D13Mit273	MTH1152	Chr13	4.4 P	WC13.6	135_B_2 141_F_9 324_C_1 387_B_6 405_D_11 405_F_9 438_D_10 450_D_11 454_E_11
D13Mit58	MPC411	Chr13	4.4 F	WC13.6	116_G_11 122_E_4 301_H_3 349_D_8 358_H_6 377_C_1 377_C_4 428_E_1
D13Mit154	MT1312	Chr13	4.4 F	WC13.8	137_B_3 187_E_8 393_C_8
D13Mit307	MTH2633	Chr13	5.5 F	WC13.9	139_G_10 139_G_12 289_B_7 293_B_11 387_B_1 408_F_8
D13Mit136	MTH209	Chr13	6.6 P	WC13.10	110_C_6 122_D_11 165_B_8 169_G_2 211_H_1 286_F_12 317_E_7 418_G_4 435_F_10
D13Mit241	MT5105	Chr13	6.6 F	WC13.10	211_H_1 317_E_7 332_D_1 345_D_11 358_H_6 418_G_4 453_B_7 458_B_8 464_A_5
D13Mit86	MPC2471	Chr13	6.6 P		133_G_10 389_C_11 393_C_8 442_C_11
D13Mit265	MTH803	Chr13	6.6 F	WC13.9	139_G_10 139_G_12 289_B_7 293_B_11 387_B_1 417_C_4 439_C_8 439_D_11
D13Mit85	MMH203	Chr13	7.7 F	WC13.10	119_D_2 183_D_4 199_F_7 361_A_5 384_D_4
D13Mit18	A890	Chr13	7.7 F	WC13.10	390_G_12 415_H_7 420_C_11
D13Mit60	MPC1489	Chr13	7.7 F	WC13.10	119_D_2 384_D_4 386_C_4 415_H_7
D13Mit274	MTH1974	Chr13	7.7 F	WC13.10	119_D_2 199_F_7 361_A_5 384_D_4 415_H_7 420_C_11
D13Mit266	MTH715	Chr13	7.7 F	WC13.11	266_E_9 429_G_7 463_H_5
D13Mit4	M231	Chr13	7.7 F	WC13.10	119_D_2 183_D_4 199_F_7 376_C_11 384_D_4 410_G_9 420_C_11 445_D_10 455_E_9 88_E_1
D13Mit242	MT4552	Chr13	7.7 F	WC13.10	177_G_3 239_A_8 332_D_1 335_C_12 341_D_11 358_H_6 377_E_5 455_E_9 87_G_4
D13Mit59	MPC311	Chr13	7.7 F	WC13.11	159_D_3 218_G_11 223_D_10 266_E_9 308_A_12 328_A_7 402_E_3 461_A_10 461_H_3 88_C_12
D13Mit198	MT3156	Chr13	7.7 F	WC13.10	177_G_3 239_A_8 332_D_1 335_C_12 358_H_6 455_E_9
D13Mit117	MT131	Chr13	9.8 F	WC13.11	133_C_6 173_G_2 313_D_4 313_D_9 328_A_7 402_E_3 454_G_2 454_H_5
D13Mit38	B224	Chr13	9.8 F	WC13.11	147_H_10 266_B_10 266_E_9 308_A_12 313_D_9 328_A_7 380_H_5 402_E_3 446_H_2-f 454_G_2 454_H_5
D13Mit87	MT483	Chr13	12.0 P	WC13.11	179_E_3 266_B_10 283_C_12 292_B_5 341_H_11 458_E_11
D13Mit88	MPC2549	Chr13	13.1 F	WC13.11	183_D_7 266_B_10 283_C_12 458_E_11
D13Mit137	MTH131	Chr13	13.1 F	WC13.11	119_E_3 183_D_7 183_D_8 285_A_6 292_B_5 312_D_11 333_G_9 349_B_10 388_E_1 402_D_4 448_D_5 458_E_11
D13Mit61	MPC474	Chr13	13.1 F		311_A_12
D13Mit177	MT1680	Chr13	13.1 F	WC13.11	115_B_2 183_D_7 283_C_12 292_B_5 306_A_6 306_E_6 458_E_11
D13Mit119	MT561	Chr13	14.2 F	WC13.13	137_E_4 158_D_5 158_H_4
D13Mit89	MMH166	Chr13	14.2 F	WC13.12	308_A_11 452_G_7
D13Mit62	MPC1062	Chr13	14.2 F	WC13.12	452_G_7
D13Mit19	B154	Chr13	14.2 F	WC13.14	165_B_11 169_A_5 217_A_5 329_H_7 335_B_7 342_H_6 397_H_6 416_G_5 88_G_6
D13Mit229	MT2859	Chr13	14.2 F	WC13.13	158_D_5 158_H_4 308_A_11 420_A_7
D13Mit178	MTH284	Chr13	14.2 F	WC13.14	110_G_5 165_B_11 169_B_7 217_A_5 288_H_2 295_A_7 295_A_8 295_C_7 335_B_7 342_H_6 375_F_2 388_F_12 450_E_6 461_A_5
D13Mit243	MT4939	Chr13	14.2 F	WC13.14	165_B_11 169_A_5 199_F_4 342_H_6 397_H_6 416_G_5
D13Mit118	MT664	Chr13	14.2 F	WC13.12	308_A_11 311_A_12 452_G_7
D13Mit276	MTH1494	Chr13	14.2 F	WC13.14	110_G_5 125_D_10 141_B_11 165_B_11 169_B_7 274_B_8 288_H_2 295_A_7 295_A_8 295_C_7 305_F_11 306_G_3 313_E_11 313_H_6 335_B_7 335_C_8 342_H_6 375_F_2 388_F_12 461_A_5
D13Mit138	MT1009	Chr13	14.2 F	WC13.13	137_E_4 158_H_4 381_E_3 457_A_6
D13Mit164	MT1935	Chr13	14.2 F	WC13.14	165_B_11 169_A_5 199_F_4 397_H_6 416_G_5
D13Mit267	MTH677	Chr13	15.3 F	WC13.14	159_E_5 165_B_4 168_G_5 177_H_3 223_G_4 350_A_11 350_A_6 455_A_8
D13Mit34	A646	Chr13	15.3 F	WC13.14	177_H_3 223_G_4 334_D_11 350_C_1 411_E_12 420_E_9
D13Mit308	MTH3139	Chr13	15.3 F	WC13.14	117_A_1 334_D_11 350_C_1 379_C_6 390_E_4 396_H_4 411_A_9 420_E_9
D13Mit180	MT2640	Chr13	15.3 F	WC13.14	177_H_3 223_G_4
D13Mit165	MT1884	Chr13	15.3 P	WC13.14	312_F_11 312_F_4 397_H_6 454_G_4
D13Mit179	MT1948	Chr13	15.3 F		168_G_5 214_D_10 350_A_6 416_F_2 439_H_6
D13Mit244	MT4638	Chr13	15.3 F	WC13.14	168_G_5 173_H_1 350_A_6 416_F_2 439_H_6
D13Mit155	MT1362	Chr13	15.3 F	WC13.14	334_D_11 350_C_1 390_E_4 396_H_4 420_E_9
D13Mit92	MT379	Chr13	15.3 P	WC13.14	160_H_7 183_F_7 396_H_4 452_E_3 455_G_6
D13Mit245	MT3074	Chr13	15.3 F	WC13.14	168_G_5 214_D_10 350_A_6 398_D_3 416_F_2 439_H_6
D13Mit277	MTH1239	Chr13	15.3 F	WC13.14	168_G_5 223_G_4 398_D_3 439_H_6 455_A_8
D13Mit221	MTAR4107	Chr13	15.3 F		152_B_5 184_D_1 325_C_11 403_B_3 409_E_5 409_G_3 417_B_5 417_C_6 433_H_7
D13Mit49	B531	Chr13	15.3 P	WC13.14	214_D_10 391_D_9 397_H_6 416_F_2 416_G_5 425_C_10 426_C_10 454_G_4
D13Mit64	MPC932	Chr13	15.3 F	WC13.14	168_G_5 350_A_12 350_A_6 356_F_9 360_G_9 398_D_3 416_F_2 417_D_2 439_H_6 455_A_8
D13Mit181	MTH282	Chr13	16.4 F	WC13.14	117_A_1 160_H_7 183_F_7 334_D_11 350_C_1 385_D_9 390_E_4 452_E_3
D13Mit166	MT1914	Chr13	16.4 F	WC13.15	110_G_8 131_E_1 239_E_3 415_F_12
D13Mit91	MPC2359	Chr13	16.4 F	WC13.14	160_H_7 183_F_7 279_C_4 342_G_2 452_E_3
D13Mit90	MPC2479	Chr13	16.4 F	WC13.14	342_D_8 352_C_6 381_E_6
D13Mit269	MTH702	Chr13	17.5 F	WC13.16	133_G_3 138_F_4 140_E_12 140_E_4 170_F_2 289_G_11 290_B_8 313_B_3 440_F_3
D13Mit94	MPC2263	Chr13	17.5 F	WC13.14	342_D_8 381_E_6 455_G_6
D13Mit93	MMH185	Chr13	17.5 P	WC13.16	113_F_6 121_E_12 138_F_4 151_E_1 298_E_9 313_B_3 460_C_8
D13Mit278	MTH899	Chr13	17.5 F	WC13.16	121_E_12 151_E_1 158_H_1 162_F_7 255_E_2 331_B_12 460_C_8
D13Mit268	MTH602	Chr13	17.5 F	WC13.16	113_F_6 138_F_4 151_E_1 170_F_2 199_F_8 217_D_12 298_E_9 313_B_3 391_H_9 420_D_5 460_C_8
D13Mit182	MT2256	Chr13	17.5 F	WC13.16	121_E_12 151_E_1 158_H_1 331_B_12 460_C_8
D13Mit5	M38	Chr13	17.5 F	WC13.14	128_D_5 273_A_1 440_F_3
D13Mit120	MT125	Chr13	17.5 F	WC13.16	133_G_3 170_F_2 217_D_12 290_B_8 313_B_3 440_F_3
D13Mit10	L61	Chr13	17.5 F	WC13.16	158_H_1 255_E_2 435_A_8 454_A_1 460_C_8
D13Mit247	MT5008	Chr13	18.6 F	WC13.15	239_E_3 415_F_12 460_F_9
D13Mit199	MT2647	Chr13	18.6 P	WC13.14	128_D_5 342_D_8 381_E_6 455_G_6
D13Mit139	MT1245	Chr13	18.6 F	WC13.17	406_D_1
D13Mit248	MT4860	Chr13	19.7 F	WC13.17	135_E_5 138_B_7 166_E_10 223_H_6 289_C_10 310_G_12
D13Mit249	MT4466	Chr13	19.7 F	WC13.17	135_E_5 223_H_6 310_G_12 357_G_6 362_F_7 380_E_2
D13Mit222	MT3912	Chr13	19.7 F	WC13.17	133_H_1 135_E_5 161_H_7 188_C_10 223_H_6 256_D_3 303_G_12 313_A_5 362_F_7 380_E_2 380_E_3 385_C_5 406_C_6 406_D_1 410_G_12 455_E_6 461_E_2 463_A_3
D13Mit140	MT1051	Chr13	19.7 P	WC13.17	135_E_5 166_E_10 223_H_6 289_C_10 310_G_12 357_G_6
D13Mit250	MT5205	Chr13	21.9 F	WC13.18	116_E_12 169_E_7 436_B_6
D13Mit184	MT1410	Chr13	21.9 F	WC13.18	116_E_12 169_E_7 351_A_11 436_B_6
D13Mit23	J9	Chr13	21.9 P	WC13.18	134_G_1 223_H_4 329_G_5 343_F_11 359_C_12 436_B_6
D13Mit13	D24	Chr13	21.9 F	WC13.18	116_E_12 132_B_12 169_E_7 360_C_9 406_E_11 409_H_7 409_H_8 436_B_6
D13Mit21	A867	Chr13	21.9 F	WC13.18	131_H_7 343_F_11 345_G_5 359_C_12 458_B_6
D13Mit208	MT1624	Chr13	21.9 P	WC13.18	116_E_12 158_H_9 183_B_8 409_H_7 409_H_8 455_A_10
D13Mit113	MT769	Chr13	21.9 F	WC13.18	169_E_7 436_B_6
D13Mit251	MJ5073	Chr13	21.9 F	WC13.18	116_E_12 158_H_9 161_F_8 169_E_7 183_B_8 360_C_9 360_H_6 402_G_5 406_E_11 409_H_7 409_H_8 436_B_6
D13Mit20	A1100	Chr13	21.9 F	WC13.18	131_H_7 164_D_11 185_C_12 320_C_7 334_D_5 343_F_11 345_G_5 359_C_12 393_B_3
D13Mit54	B704	Chr13	21.9 F		357_A_7 405_A_7 405_B_1 434_B_9 448_B_6 456_F_4
D13Mit157	MT1321	Chr13	23.0 F	WC13.19	127_F_7 179_C_10 179_C_11 218_E_11 223_H_3 283_B_3 380_A_10 406_C_11 87_D_1
D13Mit52	B468	Chr13	23.0 F	WC13.19	121_D_11 134_C_12 173_C_9 199_E_6 211_C_7 211_E_7 215_B_8 281_G_5 290_G_7
D13Mit122	MMH361	Chr13	23.0 P	WC13.19	127_F_7 170_A_2 218_E_11 323_A_10 323_B_12 380_A_10 380_A_9 406_C_11 87_D_1
D13Mit167	MT1541	Chr13	23.0 P	WC13.19	117_H_7 125_E_8 128_D_7 153_F_1 173_F_10 187_A_9 240_G_9 303_A_8 342_F_10 391_G_1 414_D_7 414_H_7
D13Mit141	MT1088	Chr13	23.0 P	WC13.19	127_F_7 179_C_10 179_C_11 218_E_11 223_H_3 283_B_3 406_C_11 87_D_1
D13Mit223	MT2850	Chr13	23.0 F	WC13.19	117_H_7 127_D_7 128_D_7 153_F_1 173_F_10 187_A_9 240_G_9 303_A_8 312_A_8 391_G_1 414_D_7 414_H_7
D13Mit252	MT5201	Chr13	23.0 F	WC13.19	127_F_7 218_E_11 283_B_3 323_B_12 379_E_8 380_A_10 87_D_1
D13Mit186	MT2040	Chr13	23.0 F	WC13.19	127_F_7 152_F_10 218_E_11 323_B_12 379_E_8 405_F_4 406_C_11 87_D_1 88_F_1
D13Mit279	MTH1639	Chr13	23.0 F	WC13.19	117_H_7 153_F_1 170_F_2 185_B_5 199_E_6 212_A_7 303_A_8 334_C_10 398_E_4 414_H_7
D13Mit65	MPC1769	Chr13	23.0 F	WC13.19	211_C_7 240_C_7
D13Mit50	B673	Chr13	24.0 F		127_A_3 134_A_4 184_D_3 323_E_11 375_F_11 433_B_3
D13Mit283	MTH1411	Chr13	24.0 F	WC13.22	163_A_12 283_H_5 359_E_11 415_C_6
D13Mit280	MTH1499	Chr13	24.0 F	WC13.23	140_B_5 140_C_4 188_B_1 239_B_5 239_D_9 290_B_11 309_C_5
D13Mit39	B264	Chr13	24.0 F	WC13.22	149_C_6 163_A_12 285_B_11 381_B_8 396_C_6 396_C_7
D13Mit281	MTH1042	Chr13	24.0 F	WC13.21	125_B_10 183_F_11 441_B_9
D13Mit224	MT2164	Chr13	24.0 F		350_B_3
D13Mit66	MPC288	Chr13	24.0 F	WC13.20	187_E_7 199_C_9 224_C_8 329_G_12 382_C_8 405_H_4 406_E_11
D13Mit43	B415	Chr13	24.0 F	WC13.19	113_H_4 389_E_1 459_C_4
D13Mit142	MT1063	Chr13	24.0 F	WC13.19	113_H_4 179_C_10 179_C_11 185_F_5 380_A_10 380_A_9 389_E_1 430_D_1 444_F_9 459_C_4
D13Mit7	A68	Chr13	24.0 P	WC13.19	113_H_4 179_C_10 179_C_11 380_A_10 389_E_1
D13Mit310	MTH2158	Chr13	24.0 F		163_F_3 349_C_3 388_B_5 415_B_9 460_F_11
D13Mit187	MT2389	Chr13	24.0 F	WC13.23	125_G_2 127_A_9 168_B_7 307_F_9 309_C_5 358_A_7 417_A_10 417_D_8 417_E_8 433_F_3
D13Mit123	MT372	Chr13	24.0 F	WC13.22	144_E_1 322_G_6 331_F_12 381_B_8
D13Mit67	MPC1370	Chr13	24.0 F		128_E_6 185_G_1 211_A_3 342_G_10 455_A_2
D13Mit318	MTH306	Chr13	24.0 P		115_H_7 119_E_10 132_E_9
D13Mit282	MTH829	Chr13	24.0 F	WC13.19	137_F_3 389_E_1 430_D_1 438_D_9 459_C_4
D13Mit209	MT3134	Chr13	24.0 F	WC13.19	113_H_4 137_F_3 179_C_10 179_C_11 185_F_5 287_E_8 389_E_1 430_D_1 444_F_9 459_C_4
D13Mit253	MT4520	Chr13	24.0 F		305_A_12 312_C_11
D13Mit124	MT113	Chr13	24.0 F	WC13.20	330_H_2 380_F_6 382_C_8 395_B_12 405_H_4 414_H_4 419_G_7 453_D_2
D13Mit40	B234	Chr13	24.0 P	WC13.25	139_C_3 360_D_2 393_F_1 418_H_12 446_F_6
D13Mit48	B679	Chr13	25.1 F	WC13.24	125_A_12 167_H_9 218_B_6 357_B_3 402_B_7 437_E_4 463_F_11 87_C_5
D13Mit231	MT3536	Chr13	25.1 P	WC13.25	213_G_11 218_E_1 291_D_12 334_A_8 358_B_8 377_F_5 378_C_10 403_A_8 405_D_3 450_D_4 453_B_1
D13Mit256	MT4847	Chr13	25.1 F	WC13.25	136_C_1 199_A_10 218_E_1 291_D_12 334_A_8 343_H_12 358_B_8 377_F_5 391_E_4 392_B_7 403_A_8 405_D_3 437_H_7 450_D_4 455_B_1
D13Mit312	MTH2904	Chr13	25.1 P	WC13.26	141_D_12 171_B_5 185_F_12 214_G_8 309_C_4 420_C_5 460_H_2
D13Mit26	P23	Chr13	25.1 F	WC13.24	125_A_12 167_H_9 313_G_7 389_A_4 463_F_11 87_C_5
D13Mit41	A797	Chr13	25.1 P	WC13.24	167_H_9 313_G_7 378_H_6 389_A_4 463_F_11 87_C_5
D13Mit257	MJ4496	Chr13	25.1 F		113_F_11 114_F_10 141_A_5 148_C_10 411_D_9 439_A_9 460_D_5 460_H_1 461_F_8
D13Mit25	A1091	Chr13	25.1 F	WC13.24	124_F_8 187_B_5 357_B_3 402_B_7 433_E_4 437_E_4
D13Mit201	MT2874	Chr13	25.1 F	WC13.25	147_E_4 166_D_5 379_D_3 392_E_5
D13Mit24	P36	Chr13	25.1 F	WC13.24	125_A_12 152_G_8 167_H_9 313_G_7 389_A_4 463_F_11 87_C_5
D13Mit68	MPC299	Chr13	25.1 F	WC13.25	127_A_6 291_G_5 377_F_5
D13Mit225	MJ4243	Chr13	25.1 F	WC13.25	114_G_11 147_E_4 166_D_5 185_E_1 199_A_6 306_E_12 334_F_10 379_D_3 384_F_3 392_B_8 392_E_5 446_F_6
D13Mit313	MTH2946	Chr13	25.1 F	WC13.23	163_B_2 239_B_5 239_D_9 255_C_9 290_B_11 451_F_8
D13Mit98	MPC2271	Chr13	25.1 F		170_B_11
D13Mit210	MT3531	Chr13	25.1 F	WC13.24	172_B_5 313_G_7 360_D_7 389_A_4 87_C_5
D13Mit97	MPC1160	Chr13	25.1 F	WC13.25	213_G_11 218_E_1 332_C_9 377_F_5 392_B_7 403_A_8
D13Mit99	MPC2121	Chr13	25.1 F	WC13.25	121_C_10 121_C_11 213_G_11 218_E_1 313_A_8 377_F_5 403_A_8
D13Mit189	MT2545	Chr13	25.1 F	WC13.24	167_H_9 218_B_6 357_B_3 402_B_7 87_C_5
D13Mit101	MPC2452	Chr13	25.1 F		405_C_11 459_C_4
D13Mit255	MT3475	Chr13	25.1 F	WC13.24	132_F_5 377_A_1 396_A_2 421_F_2
D13Mit284	MTH1592	Chr13	25.1 F	WC13.24	161_F_12 177_C_7 217_E_8 357_B_3 396_A_2 457_B_5
D13Mit254	MTH390	Chr13	25.1 P	WC13.26	141_D_12 166_D_1 171_B_5 312_C_6
D13Mit103	MPC2293	Chr13	26.2 F	WC13.27	110_F_6 124_B_8 129_B_10 141_E_12 224_F_12 297_B_1 385_D_1 429_C_8
D13Mit102	MPC1355	Chr13	26.2 F	WC13.27	110_F_6 124_B_8 129_B_10 141_E_12 165_D_11 224_F_12 346_B_2 417_B_4
D13Mit125	MT597	Chr13	26.2 F	WC13.27	110_F_6 124_B_8 129_B_10 141_E_12 224_F_12 385_D_1 429_C_8
D13Mit232	MT3565	Chr13	26.2 F		119_B_11 128_C_9 156_B_6 156_F_2 185_E_10 185_F_2 185_F_6 187_A_6 187_F_12 279_D_9 329_C_7 329_D_8 329_D_9 341_B_9 341_F_8 341_H_7 402_A_12 403_F_9 463_E_5
D13Mit9	M147	Chr13	26.2 F	WC13.27	110_F_6 129_B_10 151_C_12 165_D_11 178_B_10 178_C_8 180_C_8 185_E_4 224_F_12 278_E_2 286_E_7 346_B_2 417_B_4 417_F_12 452_A_8
D13Mit100	MPC2528	Chr13	27.3 P		141_H_2 165_B_7 165_C_9 313_G_8
D13Mit315	MTH3082	Chr13	29.5 P		311_D_5
D13Mit285	MTH1394	Chr13	29.5 P	WC13.28	126_D_7 136_B_10 136_C_7 167_G_4 170_F_2 440_F_3
D13Mit69	MPC1151	Chr13	29.5 F	WC13.28	136_C_7 278_G_5 324_E_8 432_D_6 435_D_5
D13Mit191	MT2546	Chr13	29.5 F	WC13.28	136_B_10 167_G_4 313_C_11
D13Mit126	MT20	Chr13	29.5 F	WC13.28	313_C_11 397_E_10 405_H_1
