01.MMHAP28FLA1.seq	WC-724
D7Mit13	WC-951
D7Mit134	WC-45
D7Mit135	WC-34
D7Mit139	WC-195
D7Mit143	WC-1153
D7Mit145	WC-478
D7Mit146	WC-769
D7Mit152	WC-954
D7Mit154	WC-1147
D7Mit157	WC-350
D7Mit16	WC-1261
D7Mit161	WC-815
D7Mit162	WC-957
D7Mit164	WC-1042
D7Mit165	WC-45
D7Mit17	WC-955
D7Mit171	WC-968
D7Mit172	WC-44
D7Mit179	WC-1147
D7Mit180	WC-144
D7Mit182	WC-826
D7Mit184	WC-968
D7Mit186	WC-34
D7Mit187	WC-34
D7Mit192	WC-144
D7Mit193	WC-809
D7Mit194.1	WC-92
D7Mit199	WC-815
D7Mit20.1	WC-144
D7Mit200.2	WC-957
D7Mit205	WC-614
D7Mit206	WC-1148
D7Mit207	WC-853
D7Mit208	WC-853
D7Mit211	WC-934
D7Mit213	WC-871
D7Mit214	WC-92
D7Mit216	WC-897
D7Mit217	WC-44
D7Mit218	WC-1059
D7Mit220.1	WC-44
D7Mit224	WC-561
D7Mit225	WC-498
D7Mit227	WC-993
D7Mit228.2	WC-579
D7Mit230	WC-809
D7Mit231	WC-815
D7Mit234	WC-897
D7Mit235	WC-351
D7Mit236	WC-955
D7Mit24.1	WC-144
D7Mit242	WC-824
D7Mit246	WC-426
D7Mit247	WC-993
D7Mit248	WC-815
D7Mit25	WC-993
D7Mit250	WC-871
D7Mit251	WC-1176
D7Mit253.1	WC-741
D7Mit26.2	WC-350
D7Mit260	WC-957
D7Mit261	WC-517
D7Mit262	WC-351
D7Mit268	WC-498
D7Mit269	WC-498
D7Mit27.2	WC-350
D7Mit270	WC-579
D7Mit271	WC-787
D7Mit272	WC-809
D7Mit273	WC-809
D7Mit274	WC-1001
D7Mit275	WC-914
D7Mit280	WC-955
D7Mit282	WC-686
D7Mit285	WC-196
D7Mit288	WC-951
D7Mit291	WC-195
D7Mit292	WC-824
D7Mit295	WC-915
D7Mit297	WC-815
D7Mit298	WC-914
D7Mit300	WC-919
D7Mit304	WC-853
D7Mit305	WC-954
D7Mit308	WC-561
D7Mit309	WC-993
D7Mit310	WC-579
D7Mit312	WC-809
D7Mit314	WC-350
D7Mit315	WC-914
D7Mit318	WC-769
D7Mit319	WC-484
D7Mit322	WC-978
D7Mit324	WC-351
D7Mit325	WC-955
D7Mit329	WC-686
D7Mit33	WC-44
D7Mit331	WC-196
D7Mit334	WC-824
D7Mit344	WC-426
D7Mit345	WC-350
D7Mit347	WC-484
D7Mit349	WC-92
D7Mit350	WC-517
D7Mit351	WC-968
D7Mit352	WC-919
D7Mit355	WC-351
D7Mit358	WC-196
D7Mit362	WC-486
D7Mit365	WC-809
D7Mit38	WC-44
D7Mit39	WC-978
D7Mit41	WC-1042
D7Mit43	WC-34
D7Mit47	WC-486
D7Mit52	WC-579
D7Mit54	WC-993
D7Mit55	WC-1116
D7Mit63	WC-955
D7Mit66	WC-676
D7Mit68	WC-614
D7Mit69	WC-809
D7Mit7	WC-686
D7Mit70	WC-915
D7Mit79	WC-1116
D7Mit8	WC-196
D7Mit81	WC-787
D7Mit83	WC-478
D7Mit85	WC-478
D7Mit86	WC-915
D7Mit87	WC-915
D7Mit89	WC-914
D7Mit9	WC-1042
D7Mit91	WC-1265
D7Mit92	WC-826
D7Mit93	WC-92
D7Mit96	WC-978
D7Mit99	WC-741
D8Mit1	WC-246
D8Mit100	WC-810
D8Mit102	WC-75
D8Mit103	WC-180
D8Mit104	WC-180
D8Mit106	WC-180
D8Mit107	WC-622
D8Mit109	WC-231
D8Mit11	WC-1180
D8Mit112	WC-273
D8Mit114	WC-175
D8Mit115	WC-494
D8Mit116	WC-163
D8Mit117	WC-163
D8Mit118	WC-161
D8Mit12	WC-854
D8Mit120	WC-757
D8Mit124	WC-751
D8Mit125	WC-325
D8Mit128	WC-674
D8Mit131	WC-531
D8Mit132	WC-531
D8Mit133	WC-866
D8Mit134	WC-143
D8Mit136	WC-143
D8Mit139	WC-163
D8Mit141	WC-840
D8Mit142	WC-840
D8Mit143	WC-353
D8Mit145.1	WC-1220
D8Mit146	WC-180
D8Mit147	WC-231
D8Mit150	WC-252
D8Mit152	WC-494
D8Mit153	WC-984
D8Mit154	WC-1168
D8Mit155	WC-984
D8Mit158	WC-246
D8Mit159	WC-280
D8Mit160	WC-674
D8Mit161	WC-75
D8Mit162	WC-180
D8Mit163	WC-534
D8Mit164	WC-1109
D8Mit165	WC-494
D8Mit166	WC-1258
D8Mit17	WC-690
D8Mit172	WC-173
D8Mit175	WC-249
D8Mit178	WC-71
D8Mit179.2	WC-71
D8Mit180	WC-368
D8Mit184	WC-57
D8Mit187	WC-757
D8Mit191	WC-325
D8Mit192	WC-249
D8Mit193	WC-866
D8Mit194	WC-866
D8Mit195	WC-180
D8Mit199	WC-494
D8Mit200	WC-163
D8Mit202	WC-840
D8Mit204	WC-352
D8Mit206	WC-368
D8Mit207	WC-1006
D8Mit21	WC-173
D8Mit212	WC-990
D8Mit213	WC-1258
D8Mit215	WC-633
D8Mit219	WC-173
D8Mit22	WC-173
D8Mit223	WC-988
D8Mit224	WC-922
D8Mit225	WC-467
D8Mit226	WC-467
D8Mit228	WC-249
D8Mit229	WC-249
D8Mit23	WC-353
D8Mit230	WC-253
D8Mit231	WC-1264
D8Mit232	WC-531
D8Mit233	WC-71
D8Mit234	WC-143
D8Mit239	WC-252
D8Mit24	WC-325
D8Mit240	WC-231
D8Mit241	WC-1109
D8Mit242	WC-57
D8Mit244	WC-163
D8Mit245	WC-878
D8Mit248	WC-231
D8Mit249	WC-180
D8Mit25	WC-531
D8Mit250	WC-753
D8Mit251	WC-753
D8Mit252	WC-753
D8Mit253	WC-751
D8Mit254	WC-690
D8Mit255	WC-246
D8Mit262	WC-180
D8Mit265	WC-1061
D8Mit266	WC-622
D8Mit267	WC-231
D8Mit268	WC-1006
D8Mit270	WC-494
D8Mit271	WC-163
D8Mit272	WC-633
D8Mit273	WC-163
D8Mit28	WC-368
D8Mit282	WC-992
D8Mit283	WC-1061
D8Mit284	WC-231
D8Mit286	WC-246
D8Mit29	WC-298
D8Mit292	WC-325
D8Mit293	WC-352
D8Mit296	WC-249
D8Mit297	WC-249
D8Mit298	WC-655
D8Mit30	WC-531
D8Mit300	WC-1150
D8Mit302	WC-992
D8Mit303	WC-866
D8Mit304	WC-368
D8Mit305	WC-75
D8Mit306	WC-143
D8Mit307	WC-622
D8Mit309	WC-231
D8Mit31	WC-71
D8Mit314	WC-331
D8Mit316	WC-494
D8Mit317	WC-163
D8Mit318	WC-163
D8Mit319	WC-163
D8Mit321	WC-633
D8Mit322	WC-757
D8Mit326	WC-878
D8Mit327	WC-1061
D8Mit33	WC-1180
D8Mit333	WC-329
D8Mit341	WC-866
D8Mit343	WC-143
D8Mit344	WC-75
D8Mit346	WC-180
D8Mit347	WC-252
D8Mit35	WC-633
D8Mit352	WC-990
D8Mit356	WC-988
D8Mit360	WC-161
D8Mit361	WC-757
D8Mit362	WC-757
D8Mit363	WC-757
D8Mit368	WC-1168
D8Mit40	WC-534
D8Mit41	WC-1204
D8Mit45	WC-1204
D8Mit46	WC-1236
D8Mit47	WC-854
D8Mit50	WC-1227
D8Mit51	WC-1006
D8Mit52	WC-175
D8Mit53	WC-655
D8Mit58	WC-329
D8Mit59.1	WC-246
D8Mit6	WC-1022
D8Mit60	WC-690
D8Mit62	WC-280
D8Mit63	WC-922
D8Mit64	WC-922
D8Mit67	WC-858
D8Mit68	WC-810
D8Mit69	WC-810
D8Mit7	WC-531
D8Mit73	WC-298
D8Mit74	WC-180
D8Mit75	WC-180
D8Mit76	WC-180
D8Mit79	WC-252
D8Mit80	WC-1006
D8Mit81	WC-1227
D8Mit82	WC-534
D8Mit83	WC-534
D8Mit85	WC-57
D8Mit87	WC-494
D8Mit9	WC-1220
D8Mit93	WC-878
D8Mit97	WC-467
D8Mit99	WC-1022
D9Mit100	WC-10
D9Mit101.2	WC-446
D9Mit102	WC-1256
D9Mit104	WC-876
D9Mit105	WC-260
D9Mit106	WC-260
D9Mit107	WC-682
D9Mit108	WC-418
D9Mit109.1	WC-1237
D9Mit110	WC-562
D9Mit111	WC-658
D9Mit113	WC-658
D9Mit114	WC-493
D9Mit117	WC-228
D9Mit120	WC-1074
D9Mit122	WC-418
D9Mit123	WC-682
D9Mit124	WC-418
D9Mit125	WC-228
D9Mit126	WC-1181
D9Mit128	WC-371
D9Mit130	WC-876
D9Mit131.2	WC-876
D9Mit134	WC-658
D9Mit135	WC-658
D9Mit138	WC-490
D9Mit139.1	WC-128
D9Mit140	WC-1138
D9Mit141.1	WC-446
D9Mit144.2	WC-1085
D9Mit146	WC-939
D9Mit147	WC-625
D9Mit149	WC-475
D9Mit15	WC-1051
D9Mit154	WC-876
D9Mit156	WC-927
D9Mit158	WC-569
D9Mit160	WC-880
D9Mit165	WC-569
D9Mit166	WC-682
D9Mit171	WC-876
D9Mit172	WC-876
D9Mit175	WC-260
D9Mit176	WC-224
D9Mit177	WC-901
D9Mit18	WC-639
D9Mit181	WC-658
D9Mit183	WC-625
D9Mit184	WC-407
D9Mit185	WC-460
D9Mit19	WC-639
D9Mit190	WC-598
D9Mit193	WC-876
D9Mit194	WC-1179
D9Mit201	WC-124
D9Mit204	WC-1177
D9Mit205	WC-371
D9Mit207	WC-1179
D9Mit209	WC-1085
D9Mit210	WC-1043
D9Mit213	WC-475
D9Mit214	WC-228
D9Mit217	WC-1165
D9Mit218	WC-1165
D9Mit221	WC-1177
D9Mit224	WC-371
D9Mit227	WC-128
D9Mit23	WC-909
D9Mit230	WC-876
D9Mit232.1	WC-1129
D9Mit233.1	WC-876
D9Mit235	WC-218
D9Mit236	WC-939
D9Mit237	WC-477
D9Mit24	WC-99
D9Mit242	WC-99
D9Mit243.2	WC-475
D9Mit245	WC-260
D9Mit248	WC-1129
D9Mit251	WC-1010
D9Mit252.2	WC-371
D9Mit253	WC-128
D9Mit254	WC-1138
D9Mit256	WC-876
D9Mit257	WC-876
D9Mit258	WC-876
D9Mit259	WC-224
D9Mit260	WC-569
D9Mit261	WC-701
D9Mit262	WC-218
D9Mit263	WC-218
D9Mit265	WC-943
D9Mit266	WC-701
D9Mit269	WC-658
D9Mit27	WC-876
D9Mit271.1	WC-658
D9Mit271.2	WC-658
D9Mit272	WC-1095
D9Mit273.2	WC-1095
D9Mit275	WC-493
D9Mit277	WC-1051
D9Mit28	WC-446
D9Mit285	WC-128
D9Mit286	WC-128
D9Mit286.1	WC-128
D9Mit288	WC-876
D9Mit289	WC-224
D9Mit292	WC-1051
D9Mit297	WC-263
D9Mit298	WC-876
D9Mit299	WC-876
D9Mit300	WC-1129
D9Mit301	WC-1135
D9Mit304	WC-224
D9Mit305.2	WC-218
D9Mit307	WC-943
D9Mit308	WC-562
D9Mit31	WC-260
D9Mit312	WC-10
D9Mit315	WC-876
D9Mit323	WC-880
D9Mit325	WC-263
D9Mit329	WC-598
D9Mit33	WC-493
D9Mit331	WC-876
D9Mit332	WC-876
D9Mit335	WC-1256
D9Mit336	WC-876
D9Mit338	WC-260
D9Mit340	WC-682
D9Mit341	WC-682
D9Mit342	WC-927
D9Mit343	WC-939
D9Mit344	WC-416
D9Mit345	WC-493
D9Mit346	WC-625
D9Mit348.3	WC-1051
D9Mit351.2	WC-219
D9Mit352	WC-876
D9Mit353	WC-876
D9Mit355	WC-493
D9Mit356	WC-493
D9Mit357.3	WC-99
D9Mit358	WC-99
D9Mit359	WC-407
D9Mit36	WC-625
D9Mit361	WC-880
D9Mit362	WC-876
D9Mit38	WC-460
D9Mit42	WC-490
D9Mit43	WC-1010
D9Mit46	WC-876
D9Mit47	WC-260
D9Mit48	WC-446
D9Mit49	WC-260
D9Mit50	WC-416
D9Mit52	WC-219
D9Mit54	WC-224
D9Mit56	WC-124
D9Mit57	WC-1036
D9Mit58	WC-1247
D9Mit6	WC-1135
D9Mit61	WC-435
D9Mit66	WC-263
D9Mit67	WC-371
D9Mit69	WC-909
D9Mit71	WC-876
D9Mit73	WC-1043
D9Mit74	WC-901
D9Mit75	WC-1043
D9Mit8	WC-701
D9Mit82	WC-639
D9Mit91	WC-371
D9Mit91.2	WC-371
D9Mit94	WC-876
D9Mit95	WC-876
D9Mit97	WC-876
D9Mit98	WC-876
D9Mit99	WC-876
DXMit101	WC-784
DXMit103	WC-849
DXMit11	WC-714
DXMit110	WC-502
DXMit118	WC-762
DXMit119	WC-845
DXMit12	WC-1210
DXMit122.2	WC-186
DXMit124	WC-1172
DXMit125	WC-772
DXMit127	WC-1091
DXMit128	WC-1096
DXMit129	WC-1143
DXMit13.1	WC-989
DXMit13.2	WC-989
DXMit133	WC-714
DXMit134	WC-1079
DXMit136	WC-1172
DXMit137	WC-505
DXMit138	WC-1090
DXMit144	WC-1091
DXMit148	WC-61
DXMit150	WC-469
DXMit151	WC-169
DXMit158	WC-61
DXMit159	WC-405
DXMit16	WC-587
DXMit161	WC-1172
DXMit162	WC-1016
DXMit168	WC-613
DXMit17	WC-613
DXMit171	WC-61
DXMit172	WC-1169
DXMit174	WC-245
DXMit178	WC-508
DXMit179	WC-47
DXMit18	WC-61
DXMit18.1	WC-61
DXMit18.2	WC-61
DXMit180.2	WC-271
DXMit181	WC-989
DXMit183	WC-1210
DXMit184.1	WC-1156
DXMit186	WC-1210
DXMit187	WC-982
DXMit19	WC-61
DXMit191	WC-772
DXMit191.1	WC-772
DXMit192	WC-203
DXMit20.2	WC-186
DXMit203	WC-784
DXMit205.2	WC-849
DXMit206	WC-849
DXMit207	WC-505
DXMit21	WC-186
DXMit216	WC-762
DXMit217	WC-714
DXMit218	WC-714
DXMit219.2	WC-1124
DXMit225.2	WC-203
DXMit227	WC-848
DXMit227.1	WC-848
DXMit229	WC-613
DXMit23	WC-405
DXMit231	WC-469
DXMit232	WC-903
DXMit233	WC-245
DXMit234	WC-989
DXMit236	WC-186
DXMit237	WC-1169
DXMit238	WC-278
DXMit240	WC-989
DXMit241	WC-654
DXMit25	WC-845
DXMit27	WC-1016
DXMit28	WC-47
DXMit3	WC-1143
DXMit33	WC-47
DXMit33.2	WC-47
DXMit36	WC-1079
DXMit37	WC-169
DXMit38	WC-245
DXMit41	WC-613
DXMit46	WC-635
DXMit48	WC-1253
DXMit52	WC-982
DXMit56	WC-1090
DXMit6	WC-1096
DXMit60	WC-347
DXMit62	WC-1008
DXMit65	WC-183
DXMit68	WC-405
DXMit71.1	WC-1156
DXMit72	WC-505
DXMit79	WC-903
DXMit80	WC-508
DXMit81	WC-278
DXMit82	WC-1253
DXMit83	WC-203
DXMit84	WC-183
DXMit87	WC-635
DXMit9	WC-169
DXMit90	WC-772
DXMit91	WC-405
DXMit93	WC-36
DXMit94	WC-845
DXMit95	WC-61
DXMit96	WC-587
DXMit98	WC-714
MHAa13b4.seq	WC-442
MHAa13b9.seq	WC-525
MHAa15b12.seq	WC-976
MHAa15c8.seq	WC-607
MHAa15g12.seq	WC-76
MHAa15g7.seq	WC-411
MHAa15h4.seq	WC-1205
MHAa20d2.seq	WC-561
MHAa20d6.seq	WC-139
MHAa21a10.seq	WC-743
MHAa21a4.seq	WC-351
MHAa21a5.seq	WC-1045
MHAa21b11.seq	WC-952
MHAa21b12.seq	WC-464
MHAa21b2.seq	WC-85
MHAa21b3.seq	WC-583
MHAa21b4.seq	WC-141
MHAa21b5.seq	WC-119
MHAa21c1.seq	WC-783
MHAa21c11.seq	WC-233
MHAa21c2.seq	WC-643
MHAa21c3.seq	WC-443
MHAa21c4.seq	WC-544
MHAa21c8.seq	WC-205
MHAa21d10.seq	WC-1203
MHAa21d11.seq	WC-525
MHAa21d4.seq	WC-263
MHAa28c3.seq	WC-910
MHAa28c5.seq	WC-328
MHAa28f10.seq	WC-807
MHAa28f6.seq	WC-571
MHAa28g3.seq	WC-807
MHAa28g5.seq	WC-169
MHAa28g7.seq	WC-329
MHAa28g8.seq	WC-525
MHAa28h1.seq	WC-115
MHAa28h6.seq	WC-1141
MHAa28h8.seq	WC-152
MHAa28h9.seq	WC-249
MHAa29a4.seq	WC-604
MHAa29a5.seq	WC-375
MHAa29a8.seq	WC-1194
MHAa29b6.seq	WC-477
MHAa29b8.seq	WC-1153
MHAa29c11.seq	WC-16
MHAa29c6.seq	WC-1262
MHAa29c8.seq	WC-691
MHAa29d7.seq	WC-841
MHAa29d9.seq	WC-214
MHAa31c8.seq	WC-84
MHAa31d5.seq	WC-358
MHAa33c1.seq	WC-78
MHAa33c6.seq	WC-1117
MHAa33d10.seq	WC-466
MHAa34e1.seq	WC-345
MHAa34e4.seq	WC-221
MHAa34e9.seq	WC-306
MHAa34f3.seq	WC-69
MHAa34f7.seq	WC-615
MHAa34f9.seq	WC-478
MHAa34g10.seq	WC-782
MHAa34g12.seq	WC-67
MHAa34g7.seq	WC-225
MHAa34h1.seq	WC-782
MHAa34h10.seq	WC-676
MHAa34h6.seq	WC-567
MHAa35a11.seq	WC-142
MHAa35c5.seq	WC-1081
MHAa35c6.seq	WC-441
MHAa35c7.seq	WC-82
MHAa36c6.seq	WC-1133
MHAa38c10.seq	WC-422
MHAa38c3.seq	WC-701
MHAa38c4.seq	WC-520
MHAa38c6.seq	WC-101
MHAa38d11.seq	WC-332
MHAa38d12.seq	WC-1038
MHAa38d3.seq	WC-710
MHAa38d5.seq	WC-447
MHAa38e10.seq	WC-1149
MHAa38e3.seq	WC-282
MHAa38e5.seq	WC-347
MHAa38e6.seq	WC-964
MHAa42c8.seq	WC-271
MHAa43g3.seq	WC-176
MHAa43h11.seq	WC-714
MHAa43h6.seq	WC-816
MHAa43h8.seq	WC-210
MHAa43h9.seq	WC-594
MHAa47e10.seq	WC-481
MHAa47f5.seq	WC-762
MHAa47h2.seq	WC-824
MHAa52a5.seq	WC-383
MHAa52b4.seq	WC-313
MHAa52b7.seq	WC-939
MHAa52b9.seq	WC-557
MHAa52c10.seq	WC-243
MHAa52c11.seq	WC-507
MHAa52c2.seq	WC-681
MHAa52d1.seq	WC-375
MHAa52d10.seq	WC-166
MHAa52d2.seq	WC-31
MHAa52d8.seq	WC-233
MHAa53b12.seq	WC-266
MHAa53b3.seq	WC-1244
MHAa53b8.seq	WC-253
MHAa53d6.seq	WC-571
MHAa53d7.seq	WC-14
MHAa54e12.seq	WC-722
MHAa54e6.seq	WC-196
MHAa54e7.seq	WC-329
MHAa54e9.seq	WC-815
MHAa59b10.seq	WC-67
MHAa59d11.seq	WC-1111
MHAa59f5.seq	WC-132
MHAa59g10.seq	WC-243
MHAa59g5.seq	WC-190
MHAa59g8.seq	WC-857
MHAa59g9.seq	WC-288
MHAa59h5.seq	WC-139
MHAa59h6.seq	WC-673
MHAa61a3.seq	WC-471
MHAa61a6.seq	WC-1036
MHAa61d12.seq	WC-89
MHAa61d9.seq	WC-62
MHAa64a1.seq	WC-317
MHAa64a12.seq	WC-368
MHAa64a4.seq	WC-908
MHAa64a5.seq	WC-537
MHAa64b12.seq	WC-649
MHAa64b8.seq	WC-98
MHAa64c4.seq	WC-15
MHAa64d11.seq	WC-12
MHAa64d3.seq	WC-1181
MHAa64d7.seq	WC-1147
MHAa66f11.seq	WC-729
MHAa66f3.seq	WC-928
MHAa66h12.seq	WC-876
MHAa67a10.seq	WC-270
MHAa67a12.seq	WC-1052
MHAa67a4.seq	WC-404
MHAa67a6.seq	WC-915
MHAa67a7.seq	WC-1042
MHAa67b10.seq	WC-74
MHAa67b12.seq	WC-527
MHAa67b4.seq	WC-1003
MHAa67b5.seq	WC-1049
MHAa67b9.seq	WC-819
MHAa67c10.seq	WC-628
MHAa67c11.seq	WC-1027
MHAa67c12.seq	WC-1181
MHAa67c5.seq	WC-673
MHAa67c6.seq	WC-458
MHAa67c8.seq	WC-462
MHAa67d12.seq	WC-184
MHAa67d2.seq	WC-131
MHAa67d6.seq	WC-617
MHAa67d8.seq	WC-287
MHAa70e4.seq	WC-1110
MHAa70f1.seq	WC-766
MHAa70f5.seq	WC-1158
MHAa70f9.seq	WC-1159
MHAa70g1.seq	WC-240
MHAa70g10.seq	WC-1207
MHAa70g6.seq	WC-701
MHAa70h11.seq	WC-948
MHAa70h12.seq	WC-369
MHAa70h3.seq	WC-1183
MHAa70h6.seq	WC-187
MHAa70h7.seq	WC-115
MHAa70h8.seq	WC-724
MHAa74a1.seq	WC-1087
MHAa74a3.seq	WC-786
MHAa74a4.seq	WC-641
MHAa74a6.seq	WC-14
MHAa75e3.seq	WC-1002
MHAa75e5.seq	WC-719
MHAa75e7.seq	WC-82
MHAa75f2.seq	WC-600
MHAa75f5.seq	WC-41
MHAa75g1.seq	WC-211
MHAa75g2.seq	WC-972
MHAa7b12.seq	WC-378
MHAa7b3.seq	WC-1217
MHAa7b6.seq	WC-1086
MHAa7b7.seq	WC-1061
MHAa7c1.seq	WC-533
MHAa7c12.seq	WC-397
MHAa7c2.seq	WC-403
MHAa7c5.seq	WC-651
MHAa7d8.seq	WC-983
MHAa7d9.seq	WC-105
MHAa81e11.seq	WC-134
MHAa81e12.seq	WC-37
MHAa81e3.seq	WC-424
MHAa81e5.seq	WC-1079
MHAa81f4.seq	WC-798
MHAa81f9.seq	WC-845
MHAa81g3.seq	WC-689
MHAa81g8.seq	WC-910
MHAa81g9.seq	WC-788
MHAa81h10.seq	WC-129
MHAa81h4.seq	WC-1004
MHAa81h6.seq	WC-970
MHAa82a4.seq	WC-522
MHAa82a7.seq	WC-1065
MHAa82a9.seq	WC-6
MHAa82b3.seq	WC-967
MHAa82b4.seq	WC-468
MHAa82c4.seq	WC-1126
MHAa82c5.seq	WC-1058
MHAa82d1.seq	WC-670
MHAa82d4.seq	WC-79
MHAa82d5.seq	WC-393
MHAa82d7.seq	WC-1134
MHAa83a1.seq	WC-188
MHAa83b10.seq	WC-216
MHAa83b7.seq	WC-383
MHAa83b9.seq	WC-773
MHAa83c12.seq	WC-579
MHAa83d5.seq	WC-406
MHAa84a10.seq	WC-94
MHAa84a12.seq	WC-793
MHAa84a2.seq	WC-557
MHAa84a3.seq	WC-1038
MHAa84b11.seq	WC-666
MHAa84b7.seq	WC-184
MHAa84c2.seq	WC-513
MHAa84c5.seq	WC-1038
MHAa84c8.seq	WC-1076
MHAa84d1.seq	WC-371
MHAa84d3.seq	WC-875
MHAa84d5.seq	WC-338
MHAa84d6.seq	WC-62
MHAa84e1.seq	WC-461
MHAa84e6.seq	WC-934
MHAa84f6.seq	WC-670
MHAa84g1.seq	WC-660
MHAa84g10.seq	WC-288
MHAa84g2.seq	WC-958
MHAa84g5.seq	WC-158
MHAa84g9.seq	WC-67
MHAa84h3.seq	WC-181
MHAa84h4.seq	WC-19
MHAa84h7.seq	WC-768
MHAa84h8.seq	WC-512
MHAa85d6.seq	WC-412
MHAa85d7.seq	WC-531
MHAa87e11.seq	WC-575
MHAa87e3.seq	WC-558
MHAa87e4.seq	WC-588
MHAa87e7.seq	WC-1159
MHAa87e9.seq	WC-67
MHAa87f1.seq	WC-875
MHAa87f11.seq	WC-48
MHAa87f5.seq	WC-1021
MHAa87f6.seq	WC-661
MHAa87f7.seq	WC-1134
MHAa87f8.seq	WC-351
MHAa87g.seq	WC-539
MHAa87g12.seq	WC-779
MHAa87g8.seq	WC-714
MHAa87h2.seq	WC-693
MHAa87h6.seq	WC-397
MHAa88e6.seq	WC-553
MHAa88e8.seq	WC-958
MHAa88f11.seq	WC-205
MHAa88f8.seq	WC-1052
MHAa88g3.seq	WC-229
MHAa88g6.seq	WC-495
MHAa8f10.seq	WC-674
MHAa8g12.seq	WC-1028
MHAa8h1.seq	WC-193
MHAa8h12.seq	WC-886
MHAa97a1.seq	WC-1082
MHAa97a11.seq	WC-414
MHAa97a4.seq	WC-40
MHAa97a7.seq	WC-624
MHAa97a8.seq	WC-741
MHAa97b11.seq	WC-671
MHAa97b3.seq	WC-501
MHAa97b8.seq	WC-608
MHAa97e1.seq	WC-608
MHAa97e12.seq	WC-1121
MHAa97e4.seq	WC-36
MHAa97e5.seq	WC-931
MHAa97g6.seq	WC-534
MHAa97g7.seq	WC-16
MHAa97h11.seq	WC-593
MHAa97h7.seq	WC-203
MPC1031	WC-773
MPC1049	WC-525
MPC1102	WC-440
MPC1109	WC-278
MPC1414	WC-22
MPC1493	WC-1077
MPC1691	WC-860
MPC193	WC-81
MPC360	WC-1038
MT1034	WC-744
MT170	WC-728
MT2092	WC-1145
MT2114	WC-515
MT2425	WC-1138
MT2426	WC-92
MT2731	WC-1010
MT445	WC-950
MTH1019	WC-808
MTH1416	WC-904
MTH1788	WC-350
MTH1959	WC-589
MTH2266	WC-101
MTH2267	WC-671
MTH2281	WC-799
MTH2381	WC-654
MTH2449	WC-65
MTH2462	WC-670
MTH2511	WC-209
MTH2892	WC-464
MTH2903	WC-484
MTH2977	WC-228
MTH3116	WC-743
MTH628	WC-278
MTH651	WC-40
MTH864	WC-569
MTH921	WC-1064
Sample_02.Seq	WC-383
Sample_03.Seq	WC-296
Sample_05.Seq	WC-784
il5c	WC-628
mHAa21e11.seq	WC-666
mHAa21e2.seq	WC-613
mHAa21e7.seq	WC-419
mHAa21e8.seq	WC-636
mHAa21f4.seq	WC-959
mHAa21f9.seq	WC-85
mHAa21g1.seq	WC-851
mHAa21g7.seq	WC-957
mHAa21h10.seq	WC-1038
mHAa21h2.seq	WC-517
mHAa21h4.seq	WC-500
mHAa24b5.seq	WC-380
mHAa24d10.seq	WC-505
mHAa57a1.seq	WC-1128
mHAa57a4.seq	WC-105
mHAa57a8.seq	WC-354
mHAa57a9.seq	WC-99
mHAa57b1.seq	WC-89
mHAa57b4.seq	WC-170
mHAa57b5.seq	WC-39
mHAa57c10.seq	WC-664
mHAa57c11.seq	WC-1007
mHAa57c12.seq	WC-695
mHAa57c3.seq	WC-953
mHAa57d2.seq	WC-781
mHAa57d9.seq	WC-350
