Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D16Mit157	MT3619	Chr16	29.5 F	WC16.20	159_A_5 159_C_7 164_E_4 325_G_1
D16Mit62	MPC757	Chr16	29.5 P	WC16.21	166_H_4 285_H_7 312_A_7 325_E_8 350_C_5 408_G_3
D16Mit113	MT2736	Chr16	29.5 F		465_B_7
D16Mit91	MT1262	Chr16	29.5 F	WC16.21	151_B_10 183_E_10 199_D_10 285_A_6 344_H_1 344_H_8 357_A_10 357_A_12 398_C_6
D16Mit45	MPC1808	Chr16	29.5 F	WC16.21	119_E_8 376_B_5 377_F_4 422_E_2 457_F_5 464_D_2 464_E_12
D16Mit42	MPC409	Chr16	29.5 F	WC16.21	117_H_11 134_G_1 151_B_10 183_E_10 184_B_6 203_D_4 287_H_7 319_H_6 344_H_8 392_F_7
D16Mit44	MPC1123	Chr16	29.5 F		113_A_11 134_H_5 341_G_9 350_D_7 410_D_8 433_F_9 454_E_10
D16Mit197	MTH2093	Chr16	29.5 F		117_H_8 144_E_6 150_A_4 152_B_2 153_A_9 406_D_1
D16Mit61	MMH226	Chr16	29.5 F	WC16.21	110_D_4 110_G_5 119_E_8 285_H_7 406_H_1 459_F_2 462_F_5 462_H_7
D16Mit84	MT1004	Chr16	29.5 F	WC16.22	116_E_3 156_A_10 300_C_5 331_G_6
D16Mit170	MJ4600	Chr16	29.5 F	WC16.21	166_H_4 285_H_7 312_A_7 350_C_5
D16Mit196	MTH2069	Chr16	29.5 P	WC16.21	117_H_11 151_B_10 183_E_10 184_B_6 203_D_4 319_H_6 344_H_8 397_F_5
D16Mit214	MTH3074	Chr16	29.5 P	WC16.21	119_E_8 376_G_4 377_F_4 406_H_1 429_E_2 464_E_12
D16Mit126	MT3147	Chr16	29.5 F	WC16.22	135_C_3 136_F_5
D16Mit63	MPC2133	Chr16	29.5 P	WC16.21	117_H_11 151_B_10 184_B_6 307_E_3 319_H_6 331_F_5 344_H_8 392_F_7 397_F_5 423_F_11 428_F_11 432_F_2
D16Mit198	MTH884	Chr16	29.5 F	WC16.23	134_D_7 173_H_5 179_C_7 223_B_9 305_G_7 307_C_9 381_F_12 403_G_12 415_B_6 464_B_4
D16Mit85	MT1155	Chr16	29.5 P	WC16.21	151_B_10 199_D_10 357_A_10 357_A_12
D16Mit169	MT5243	Chr16	30.6 F	WC16.24	115_D_9 120_A_8 120_B_2 128_A_2 149_G_2 149_H_6 153_B_2 177_H_9 324_A_2 324_H_6 345_B_4 346_B_3 357_E_3 411_C_12 417_G_3 431_H_4 87_F_7 88_E_2 88_H_7
D5Mit379	MTH1993	Chr16	31.3728 F	WC16.23	156_B_12 170_B_10 173_H_5 179_C_7 307_H_9 381_F_12 403_G_12 415_B_6 452_F_7 452_G_6
D16Mit184	MTH519	Chr16	31.7 F	WC16.25	110_D_11 173_H_1 188_B_9 279_A_8 415_C_8 415_G_8
D16Mit127	MT3158	Chr16	31.7 F		435_A_11
D16Mit199	MTH1063	Chr16	31.7 F	WC16.25	117_E_2 156_A_9 173_H_1 392_C_2 410_F_5 446_F_3
D16Mit46	MPC684	Chr16	31.7 F	WC16.25	117_E_2 288_F_1 297_D_9 311_F_4
D16Mit221	MT4167	Chr16	31.7 P	WC16.25	114_E_9 173_H_1 188_B_9 311_F_4 376_C_10 411_H_2
D16Mit64	MPC2483	Chr16	32.8 F	WC16.26	147_F_12 149_H_3 285_A_11 290_E_9
D16Mit5	A38	Chr16	32.8 F	WC16.26	132_A_7 137_A_4 137_E_6 147_C_7 147_E_5 147_F_12 164_A_2 212_B_6 285_A_11 290_E_9 290_G_7 313_F_1 421_B_9
D16Mit222	MT5384	Chr16	33.9 P	WC16.29	113_D_9 120_D_4 122_H_10 136_E_2 167_B_11 292_C_3 304_G_1 378_E_8 465_B_1
D16Mit215	MTH2839	Chr16	33.9 F	WC16.29	113_D_9 135_G_3 152_G_6 171_C_7 292_C_3 297_D_6 304_G_1 307_C_4 307_C_5 331_D_4 348_D_1 390_F_12 463_C_9 87_C_6
D16Mit115	MT1392	Chr16	33.9 F	WC16.28	165_G_4 188_F_8 255_G_3 302_F_5 317_D_10 453_C_6 88_C_4
D16Mit140	MT3077	Chr16	33.9 F	WC16.27	160_H_12 160_H_8 224_C_1 256_E_1 274_B_10 274_C_11 304_C_9 411_B_6 411_D_10 411_G_7 421_A_2 87_G_3
D16Mit92	MT1317	Chr16	33.9 F	WC16.30	126_G_10 144_B_8 168_F_10 181_E_10 289_H_2 377_B_4 403_A_2 417_F_5 419_E_5 444_A_12 444_B_11
D16Mit172	MT4835	Chr16	33.9 F	WC16.28	120_G_10 152_H_11 177_A_11 282_D_10 386_H_8 451_E_2 462_E_8
D16Mit27	B307	Chr16	33.9 F	WC16.31	180_E_8 329_H_9
D16Mit67	MT459	Chr16	33.9 F	WC16.27	256_E_1 317_F_3 87_G_3
D16Mit76	MT504	Chr16	33.9 P	WC16.29	116_D_8 135_G_3 152_G_6 266_G_9 307_C_4 307_C_5 309_F_11 331_D_4 348_D_1 390_F_12 431_H_4 449_F_7 463_C_9
D16Mit216	MTH3100	Chr16	33.9 P	WC16.28	165_G_4 166_A_12 317_D_3 328_E_4 341_G_10 393_H_8
D16Mit65	MMH184	Chr16	33.9 P	WC16.31	180_E_8 273_B_3 313_G_8 427_B_9 458_A_10
D16Mit105	MT1772	Chr16	33.9 F	WC16.29	113_D_9 120_D_4 122_H_10 171_C_7 292_C_3 297_D_3 297_D_6 304_G_1 326_B_1 326_H_9 348_D_1 378_E_8 465_B_1
D16Mit114	MT2448	Chr16	33.9 F	WC16.31	180_E_8 329_H_9 398_B_11 411_F_3
D16Mit149	MTAR4150	Chr16	33.9 F		113_H_10 156_E_1 256_C_12 346_E_2 390_H_8
D16Mit139	MT3311	Chr16	33.9 P		164_F_8
D16Mit201	MTH1215	Chr16	33.9 F	WC16.28	120_G_10 152_C_5 152_H_11 188_A_12 311_D_9 313_B_6 451_E_2
D16Mit150	MT3687	Chr16	33.9 P	WC16.31	120_H_3 180_E_8 329_H_9 398_B_11
D16Mit174	MT5262	Chr16	33.9 F		409_G_11
D16Mit48	MPC515	Chr16	33.9 P		149_H_8 184_H_7 188_E_1 358_E_11
D16Mit202	MTH1240	Chr16	35.0 F	WC16.31	119_E_7 122_G_7 180_E_8 283_C_9 411_F_1 448_A_2 458_A_11
D16Mit187	MTH528	Chr16	35.0 F	WC16.31	119_E_7 448_E_3
D16Mit116	MT2516	Chr16	35.0 P	WC16.31	119_E_7 411_F_1 417_A_6
D16Mit176	MT4969	Chr16	36.1 F	WC16.33	131_G_12 131_G_9 164_F_6 171_F_4 310_A_4 443_B_2
D16Mit188	MTH742	Chr16	36.1 F	WC16.32	125_A_3 408_H_11
D16Mit93	MT1295	Chr16	36.1 F		121_F_6 127_D_12 138_D_7 343_B_6 361_D_6 376_A_5 385_G_7 393_G_10 408_A_9 449_B_2 449_B_3 451_D_1 456_B_3
D16Mit217	MTH3079	Chr16	37.2 P	WC16.33	135_E_10 147_A_7 148_D_1 163_D_5 171_F_4 87_E_3
D16Mit78	MMH333	Chr16	39.3 F	WC16.33	147_A_7 148_D_1 163_D_5 87_E_3
D16Mit50	MPC495	Chr16	39.3 P	WC16.33	166_G_12 177_H_9 188_H_12 285_D_12 305_B_8 360_F_9
D16Mit49	MPC978	Chr16	39.3 F	WC16.33	116_B_1 185_F_8 188_H_12 305_B_8 313_C_1 350_H_7 390_F_5 403_F_9 405_E_2 433_B_12 433_D_2
D16Mit68	MPC429	Chr16	40.4 F		128_G_1
D16Mit189	MTH717	Chr16	40.4 F		127_F_2
D16Mit178	MT5305	Chr16	40.4 F	WC16.34	255_B_2 287_D_3
D16Mit203	MTH1151	Chr16	40.4 F	WC16.34	131_A_9 134_D_2 287_D_3 305_A_12 396_D_11
D16Mit177	MT5125	Chr16	40.4 F		121_C_3 121_D_4 307_F_7
D16Mit19	A644	Chr16	40.4 P	WC16.33	166_G_12 177_H_9 188_H_12 285_D_12 305_B_8 328_D_1 360_F_9 409_F_10
D16Mit190	MTH670	Chr16	41.5 F	WC16.35	115_F_1 159_A_5 217_C_4 331_H_3 396_H_10
D16Mit179	MT4850	Chr16	43.7 F	WC16.35	126_E_11 160_H_6 410_E_8
D16Mit118	MT2657	Chr16	44.8 F		422_A_6
D16Mit153	MT3819	Chr16	45.9 F	WC16.36	117_G_9 282_B_10 385_H_5 391_A_4 416_C_3
D16Mit152	MT4163	Chr16	45.9 P	WC16.35	126_E_11 184_D_3 187_F_9 295_A_8 361_D_1
D16Mit7	L39	Chr16	45.9 F	WC16.35	124_D_11 127_D_8 150_G_12 159_B_2 184_D_12 290_E_6 434_D_1 445_E_7 447_D_6
D16Mit69	MPC2311	Chr16	45.9 F	WC16.36	173_H_4 282_B_10 317_F_12 436_B_1 451_F_8
D16Mit191	MTH791	Chr16	45.9 F	WC16.36	160_F_4 217_B_1 282_B_10 335_G_11
D16Mit224	MTH3126	Chr16	47.0 P		127_G_11 198_D_10
D16Mit155	MT2033	Chr16	49.2 P	WC16.37	273_F_4 330_B_4 380_G_3 456_F_4 459_C_2
D16Mit51	MPC120	Chr16	50.3 P	WC16.38	117_D_2 124_E_7 129_A_12 144_B_9 158_B_1 169_D_9 178_D_12 349_H_8 391_B_2 391_G_7 406_D_1 409_A_2 416_D_4 419_D_8 419_H_4 449_A_12
D16Mit128	MT3072	Chr16	50.3 P	WC16.38	117_D_2 178_D_12 180_C_2 391_B_2 406_D_1 432_E_12
D16Mit219	MTH2211	Chr16	51.4 P	WC16.38	150_C_9 256_A_7 342_G_1 402_B_11 444_A_5
D16Mit20	A640	Chr16	51.4 F	WC16.38	144_B_3 144_D_3 150_C_9 178_A_12 187_F_1 322_C_12 342_G_1 379_E_8 436_D_3 448_E_12 452_A_7
D1Mit9	M111	Chr16	51.4 F	WC16.38	127_C_9 134_C_11 158_G_6 161_E_1 187_D_12 255_F_9 283_G_2 303_D_10 322_C_12 356_D_11 406_H_6 436_C_3 436_C_8 454_C_3 458_F_6
D16Mit119	MT2299	Chr16	51.4 F	WC16.38	148_D_12 183_G_11 307_A_5 317_H_5 361_G_3 408_H_9
D16Mit52	MPC624	Chr16	51.4 P	WC16.38	117_D_2 144_B_9 178_D_12 391_B_2 406_D_1 409_A_2 432_E_12
D16Mit95	MT149	Chr16	51.4 P	WC16.38	144_D_3 150_C_9 178_A_12 187_F_1 320_H_4 322_C_12 342_E_2 342_G_1 415_C_6 448_E_12
D16Mit71	MPC490	Chr16	51.4 P	WC16.38	137_E_7 147_E_6 150_G_8 158_F_9 163_E_5 331_B_5 406_A_9
D16Mit53	MPC466	Chr16	51.4 F		406_D_7 426_C_12 453_H_5
D16Mit70	MPC2266	Chr16	51.4 P	WC16.35	127_D_8 150_G_12 290_E_6 310_H_9 434_D_1 445_E_7
D16Mit86	MTH110	Chr16	51.4 F	WC16.38	117_D_2 129_A_12 240_E_11 391_B_2 406_D_1 409_A_2 432_E_12 443_F_1
D16Mit120	MT2670	Chr16	51.4 F	WC16.39	181_B_7 183_E_11 278_C_2 390_H_8 405_E_10 406_D_3 439_A_3 447_G_1 451_F_3
D17Mit273	MTH172	Chr17			171_D_8 224_B_1 313_E_7 348_A_10 438_F_10 448_G_3
D17Mit204.3		Chr17		WC17.16	140_A_5 152_G_10 160_C_11 181_B_3 290_F_9 303_F_12 316_H_4 343_A_6
D17Mit266	D1053	Chr17			159_D_3 382_E_1
D17Mit142.2		Chr17		WC17.22	299_A_4 316_C_2 439_C_4 439_G_7
D17Mit158.1		Chr17		WC17.15	148_C_11 172_H_5 187_H_7 461_E_10
D17Mit83.2		Chr17		WC17.3	193_G_5 199_F_7 256_C_3 256_D_3 385_D_12 416_F_1
D17Mit123.2		Chr17		WC17.29	121_A_2 299_C_1 325_F_4 341_A_7 362_F_12 444_D_9
D17Mit83.1		Chr17		WC17.3	193_G_5 256_D_3 385_D_12 416_F_1
D17Mit41.1		Chr17		WC17.25	119_D_4 152_H_4 282_E_1 313_F_4 328_E_7 376_H_7 418_C_5 420_A_10
D17Mit143.2		Chr17		WC17.0	117_F_10 138_B_6 213_B_7 292_A_6 398_D_9 405_B_8
D17Mit212.2		Chr17		WC17.26	341_B_8 463_F_12
D17Mit162.2		Chr17		WC17.25	113_A_10 173_H_12 282_E_1 389_C_9 418_C_5
D17Mit246	MTH2260	Chr17	0.0 F	WC17.0	117_F_10 138_B_6 213_B_7 292_A_6 398_D_9 405_B_8
D17Mit265	A1084	Chr17		WC17.32	169_C_4 170_G_12 423_G_6 428_G_6 433_D_4
D17Mit245	MTH1769	Chr17	0.0 P		426_C_8
D17Mit111.2		Chr17		WC17.20	150_D_9 356_C_12
D17Mit272	MTH1282	Chr17		WC17.7	132_C_9 140_H_1 173_G_10 281_C_8 319_C_3 319_C_4 433_B_10 451_F_6
D17Mit158.3		Chr17		WC17.15	148_C_11 172_H_5 187_H_7 411_D_11 461_E_10
D17Mit146.1		Chr17		WC17.27	330_B_2
D17Mit217.3		Chr17		WC17.31	114_B_7 152_E_11 388_F_1 391_H_8
D17Mit190.1		Chr17		WC17.26	125_E_12 168_B_4 302_H_1 341_B_8 385_E_3 448_E_8
D17Mit264.1		Chr17		WC17.9	213_D_4 288_E_7
D17Mit27	B211	Chr17	1.1 P	WC17.1	114_F_7 164_H_3 184_B_6 281_B_4 344_A_3 362_G_12 392_D_8 398_H_8 417_E_12 457_B_11
D17Mit156	MT3140	Chr17	1.1 F		131_B_2 167_H_11 168_F_8 351_F_2 384_F_3 392_B_8 415_H_7 463_C_11
D17Mit18	M33	Chr17	1.1 F	WC17.0	117_F_10 138_B_6 185_D_8 213_B_7 283_C_9 292_A_6 398_D_9 405_B_8 446_H_4 454_G_5 462_E_10
D17Mit259	MTH3120	Chr17	1.1 P	WC17.1	114_F_7 457_B_11
D17Mit170	MT3911	Chr17	1.1 F	WC17.0	138_B_6 217_B_5 292_A_6 385_E_9 432_B_7 435_A_5
D17Mit224	MTH1477	Chr17	1.1 F		121_E_12 136_H_11 144_E_6 152_B_2 153_A_9 163_F_11 170_A_8 180_F_4 217_B_3 224_F_9 286_D_3 341_G_9 397_C_6 397_H_11 406_D_1 450_H_10
D17Mit131	D1147	Chr17	3.3 P	WC17.1	114_F_7 169_C_7 184_B_6 307_D_10 319_F_2 417_E_12
D17Mit133	MT1760	Chr17	3.3 F		162_F_6 350_F_7 451_F_4
D17Mit260	MTH309	Chr17	3.3 P	WC17.3	113_H_2 122_F_12 133_H_5 177_G_4 193_G_5 299_G_4 307_B_11 307_E_4 307_F_4 377_H_1 388_C_1 388_G_8 390_B_8 392_H_2 429_B_3 439_F_3 463_B_8
D17Mit59	MPC274	Chr17	3.3 F		123_H_2 124_E_12 128_B_9 138_H_4 170_H_9 312_G_9 322_A_9 440_C_6
D17Mit79	MPC2294	Chr17	3.3 F		158_D_5 311_A_12
D17Mit46	D578	Chr17	3.3 F	WC17.2	240_D_4
D17Mit173	MT3869	Chr17	3.3 F	WC17.2	160_A_7 217_G_12 256_F_7 279_F_2 281_E_2 293_G_5
D17Mit100	MT88	Chr17	3.3 P	WC17.2	156_B_5 240_D_4
D17Mit174	MT3868	Chr17	3.3 F		158_G_6 215_E_7
D17Mit114	MT535	Chr17	3.3 P	WC17.1	114_F_7 131_F_12 148_G_4 184_B_6 256_F_6 461_C_2
D17Mit80	MPC2629	Chr17	4.4 F		217_A_9 376_A_6
D17Mit262	MJ4239	Chr17	5.5 P		256_H_10 386_E_5
D17Mit145	MT1539	Chr17	5.5 P		184_E_12 184_H_6 292_A_6
D17Mit248	MTH2351	Chr17	5.5 P		129_H_9 447_A_8 447_B_8
D17Mit175	MT4348	Chr17	6.6 F	WC17.4	124_A_2 126_G_3 184_C_2 199_E_9 240_F_4 352_E_8-f 378_D_4 387_D_7 460_D_8
D17Mit135	MT1720	Chr17	6.6 F		117_A_11
D17Mit23	d106	Chr17	6.6 F	WC17.5	184_D_1 324_D_5 460_A_12
D17Mit134	MT1637	Chr17	6.6 F	WC17.5	117_A_11 136_E_10 148_C_6 179_B_3 316_C_3 324_B_6 392_B_6 460_A_12
D17Mit147	MT2726	Chr17	7.7 F	WC17.6	187_F_7 465_E_10
D17Mit102	D1201	Chr17	9.8 F	WC17.33	177_H_4 185_D_2 214_F_6
D17Mit103	D1207	Chr17	9.8 F	WC17.30	385_C_5 385_E_1 436_B_11
D17Mit125	MT972	Chr17	10.9 F	WC17.7	124_C_10 128_F_11 129_F_11 159_D_1 168_D_8 199_C_10 326_A_4 385_D_12 403_H_10 462_H_4
D17Mit234	MTH1072	Chr17	10.9 P	WC17.7	141_E_2 279_D_6 281_D_6 282_D_6 440_H_3 458_E_9
D17Mit126	MT1224	Chr17	10.9 F	WC17.7	129_F_11 132_C_9 140_H_1 279_C_8 279_D_8 281_C_8 319_C_3 319_C_4 319_D_3 361_D_3 451_F_6
D17Mit148	MT1384	Chr17	10.9 F	WC17.7	173_G_10 385_B_2 435_E_12 451_F_6 465_A_8
D17Mit124	MT1271	Chr17	10.9 F	WC17.8	166_B_9 170_A_10 300_A_8 349_B_9 433_F_5 463_A_11
D17Mit263	MTH3065	Chr17	10.9 P	WC17.8	158_D_10 159_A_10 166_B_9 168_A_1 170_A_10 300_A_8 349_B_9 433_F_5 461_C_7
D17Mit104	MT859	Chr17	10.9 F	WC17.7	132_C_9 140_H_1 171_G_3 281_C_8 420_A_11 420_D_3 459_D_2 459_D_3 459_E_2
D17Mit264	MTH2924	Chr17	12.0 P	WC17.9	288_E_7
D17Mit168	MT3446	Chr17	14.2 F		170_B_12 223_F_1 316_G_4 438_B_12 438_F_8 443_D_8 443_D_9 446_F_8 87_B_3
D17Mit106	MMH363	Chr17	19.7 F	WC17.12	127_B_4 328_D_3 388_C_9 432_C_2 432_H_8 435_B_8 435_F_6 437_E_6 462_E_7
D17Mit149	MT2567	Chr17	19.7 F	WC17.11	165_F_12 240_G_8 379_C_7 462_A_1
D17Mit108	MT745	Chr17	19.7 P	WC17.10	139_H_7 141_G_7 166_G_8 188_D_6 203_E_8 266_H_1 307_H_7
D17Mit117	MT558	Chr17	25.1 F	WC17.12	127_B_4 141_A_1 328_D_3 388_C_9 432_H_8 441_E_2
D17Mit69	MPC1368	Chr17	27.3 F		116_D_11 162_D_12 312_D_12 459_H_2
D17Mit251	MTH3045	Chr17	27.3 F	WC17.13	125_B_7 178_G_12 198_E_11 214_G_6 214_H_6 396_D_5 417_H_6
D17Mit86	MPC2355	Chr17	27.3 F		128_A_11 161_C_12 169_F_10 177_F_10 215_B_1 286_H_7 310_G_3 311_C_12 333_G_3 446_H_11 452_G_8 461_E_8
D17Mit150	MT2294	Chr17	28.4 F	WC17.10	117_A_11 164_G_10 188_E_8 325_A_5 331_F_6 386_E_7 398_A_2 439_H_11 440_C_1
D17Mit203	MT5132	Chr17	29.5 P	WC17.10	117_A_11 121_H_2 140_F_7 141_F_2 144_H_5 160_B_10 193_H_2 296_H_5 350_C_6 376_E_3 408_B_10
D17Mit109	MT263	Chr17	29.5 P	WC17.10	199_A_2 218_B_10 282_C_2 334_G_4 376_C_7
D17Mit4	M114	Chr17	29.5 F	WC17.14	122_A_6 133_G_6 185_C_7 309_C_7 335_B_10 378_E_2 378_F_4 387_B_10 418_E_2 418_F_4 455_A_10 463_G_6
D17Mit5	M92	Chr17	29.5 F	WC17.10	116_B_4 121_A_12 121_H_2 126_A_10 141_F_2 153_B_1 160_B_10 193_F_3 193_H_2 349_G_12 350_C_6 376_D_3 376_E_3 376_H_7 408_B_10 414_B_1 427_H_12 462_H_1 465_B_7 465_C_7
D17Mit252	MTH2409	Chr17	29.5 F	WC17.15	187_H_7 310_H_7
D17Mit89	MPC2123	Chr17	31.7 P		152_D_3 165_G_6 255_H_8 298_G_6 334_H_8 362_B_11 388_C_11 411_D_3 464_B_12 464_D_10
D17Mit90	MPC1112	Chr17	32.8 F	WC17.16	119_G_5 120_C_11 140_C_5 152_G_10 160_C_11 181_B_3 185_H_4 188_F_2 303_F_12 316_H_4 343_A_6 411_G_10
D17Mit204	MT4643	Chr17	32.8 P	WC17.16	115_C_1 160_C_11 181_B_3 290_F_9 290_G_10 316_H_4 343_A_6 403_E_1 411_G_10 88_H_6
D17Mit118	MT947	Chr17	32.8 F	WC17.16	152_G_10 160_C_11 188_F_2 303_F_12 312_G_8 316_H_4 439_C_4 446_G_4 454_H_7 454_H_8
D17Mit151	MT3026	Chr17	32.8 P	WC17.16	140_C_5 152_G_10 160_C_11 188_F_2 289_B_12 303_F_12 316_H_4
D17Mit110	MT391	Chr17	32.8 P	WC17.16	140_C_5 181_B_3 290_F_9 303_F_12 316_H_4 343_A_6
D17Mit54	B579	Chr17	33.9 F	WC17.17	147_C_8 158_G_4 181_E_5 187_F_9 266_H_8 279_F_6 287_G_9 317_H_10 359_F_6 380_H_8 381_H_10 389_D_9 402_F_6 419_H_8
D17Mit159	MT2717	Chr17	33.9 P	WC17.19	118_B_6 131_D_2 138_G_10 138_G_9 178_C_1 179_A_8 184_H_1 187_A_9 239_E_5 240_F_7 255_B_8 303_G_6 308_E_12 313_E_12 313_H_1 333_A_9 333_C_9 357_C_9 384_E_5 386_B_8 406_F_12 432_F_9
D17Mit119	MT964	Chr17	33.9 F	WC17.17	158_G_4 187_F_9 285_C_3 359_F_6 384_G_5 389_D_9 451_D_5
D17Mit71	MPC1316	Chr17	33.9 P	WC17.17	151_F_8 173_F_6 187_C_1 199_F_8 285_C_3 377_G_2 380_H_3 419_H_3
D17Mit153	MT2134	Chr17	35.0 F	WC17.18	133_D_11 167_G_9 181_D_3 313_E_11 321_B_4 321_G_10 343_C_4 386_H_11
D17Mit205	MTH364	Chr17	35.0 P		286_C_12
D17Mit185	MT3803	Chr17	35.0 F	WC17.17	121_A_10 148_G_10 152_G_9 173_F_6 200_C_11 441_F_12 449_A_2 462_C_6
D17Mit169	MT594	Chr17	35.0 P	WC17.18	133_D_11 255_H_11 321_G_10 343_B_10 386_H_11 435_C_12
D17Mit193	MT2805	Chr17	35.0 P	WC17.17	170_G_6 187_C_1 199_F_8 285_C_3 308_H_4 310_C_1 380_H_3
D17Mit3	L28	Chr17	35.0 P	WC17.17	121_A_10 148_G_10 173_F_6 462_C_6
D17Mit140	MT1422	Chr17	35.0 P	WC17.17	152_G_9 164_G_8 171_D_9 185_D_9 311_E_9 313_H_12 319_D_8 403_A_4 412_G_4 430_D_12 433_G_12 439_B_5 461_A_6 461_E_12 461_E_4
D17Mit160	MT2780	Chr17	36.1 F	WC17.19	118_B_6 138_G_10 178_C_1 179_A_8 179_H_9 240_F_7 308_E_12 313_H_1 384_E_2 397_B_9 432_F_9 443_A_2
D17Mit141	MT1862	Chr17	39.3 P	WC17.20	212_C_8 393_F_9 436_H_10
D17Mit93	MPC1159	Chr17	39.3 F		344_G_12
D17Mit206	MTH374	Chr17	39.3 F	WC17.20	170_C_3 179_F_4 212_C_8
D17Mit186	MTAR4029	Chr17	39.3 F	WC17.20	179_F_4 198_D_6 212_C_8 256_B_6 375_A_11 393_F_9 417_A_11
D17Mit241	MTH1242	Chr17	40.4 F	WC17.20	151_B_9 158_B_12 200_B_11 213_B_12 213_D_9 311_C_9 356_C_12 465_A_3
D17Mit161	MT3212	Chr17	40.4 F	WC17.20	115_H_10 124_A_11 144_A_8 273_F_11 311_C_9
D17Mit39	B102	Chr17	40.4 F	WC17.20	144_A_8 159_B_5 159_D_1 159_F_1 344_C_7 348_A_8 348_D_8
D17Mit94	MMH162	Chr17	40.4 F	WC17.21	167_G_1 266_G_1 291_A_8 311_D_2 330_B_8 465_H_7
D17Mit127	MT1286	Chr17	40.4 F	WC17.21	127_A_10 135_H_9 151_G_7 311_B_2 328_A_10 332_H_12 417_A_5
D17Mit111	MT691	Chr17	40.4 F	WC17.20	150_D_9 163_D_9 323_G_7 349_B_12 356_C_12
D17Mit219	MTH586	Chr17	40.4 F	WC17.21	167_G_1 311_D_2
D17Mit220	MTH795	Chr17	40.4 F	WC17.22	116_D_2 139_F_10 141_B_10 320_G_2 321_H_12 322_A_10 322_C_8 358_E_10 377_B_7 379_A_12 438_E_12
D17Mit242	MTH1992	Chr17	40.4 F	WC17.22	116_D_2 139_F_10 141_B_10 308_E_9 308_G_10 320_G_2 321_H_12 322_A_10 358_E_10 426_D_5 438_E_12
D17Mit121	MT1100	Chr17	41.5 P	WC17.22	125_F_10 316_C_2 321_H_12 322_A_10
D17Mit187	MT3743	Chr17	41.5 F	WC17.22	125_F_10 224_G_10 316_C_2 321_H_12 322_A_10 411_F_3 411_H_2 411_H_5 415_G_10 454_E_1
D17Mit42	B328	Chr17	41.5 P	WC17.22	125_F_10 224_G_10 316_C_2 411_F_3 411_H_5 415_A_3 415_G_10 431_E_5
D17Mit72	MPC2074	Chr17	41.5 F	WC17.22	125_F_10 139_F_10 299_A_4 321_H_12 322_A_10 415_G_10 438_E_12
D17Mit208	MTH446	Chr17	42.6 F	WC17.23	127_F_6 171_A_4 319_B_2 375_D_12 409_E_12 410_E_1 410_H_5
D17Mit188	MT4020	Chr17	42.6 P	WC17.23	120_H_9 121_E_10 172_G_1 218_F_12 325_B_4 447_E_10 87_D_6
D17Mit74	MPC537	Chr17	42.6 F	WC17.23	127_F_6 171_A_4 178_C_5 307_E_6 420_B_1 420_H_6
D17Mit207	MJ4693	Chr17	42.6 F	WC17.23	127_F_6 171_A_4 319_B_2 375_D_12 406_H_7 409_E_12 410_E_1
D17Mit73	MPC161	Chr17	42.6 F	WC17.23	171_A_4 319_B_2 375_D_12 406_H_7 409_E_12 410_E_1
D17Mit258	MTH1768	Chr17	43.7 F	WC17.23	170_G_6 178_B_11 256_G_4 289_B_2 349_D_5 403_B_6 443_D_8 443_D_9 460_E_4
D17Mit2	A18	Chr17	43.7 F	WC17.23	289_B_2 319_B_2 349_D_5 403_B_6 460_E_4
D17Mit209	MT5042	Chr17	44.8 F	WC17.23	147_F_3 172_G_1 325_B_4
D17Mit122	MT1102	Chr17	45.9 F	WC17.24	133_C_4 152_D_5 172_D_1 177_E_10 393_E_7
D17Mit189	MJ4262	Chr17	47.0 F	WC17.26	125_E_12 149_C_10 172_A_2 217_D_1 266_F_2 282_A_2 306_E_3 309_G_5 341_B_8 389_C_1 402_H_5 403_F_10 405_H_8
D17Mit75	MPC324	Chr17	47.0 F	WC17.25	140_D_11 152_H_4 223_B_1 223_C_2 282_E_1 326_H_11 418_C_5 447_H_7 448_F_1
D17Mit41	B306	Chr17	47.0 F	WC17.25	135_C_11 152_H_4 188_A_11 313_F_4 328_E_7
D17Mit56	B694	Chr17	48.1 F	WC17.26	125_E_12 282_A_2 341_B_8 385_E_3 417_B_7
D17Mit190	MT4160	Chr17	48.1 F	WC17.26	123_F_12 125_E_12 160_C_4 211_B_10 266_F_2 341_B_8 341_C_6 341_F_4 448_E_8
D17Mit76	MPC667	Chr17	48.1 F	WC17.26	123_F_12 125_E_12 160_C_4 211_B_10 266_F_2 341_B_8 385_E_3
D17Mit211	MT4982	Chr17	48.1 F	WC17.26	139_G_9 160_C_4 162_B_4 168_B_4 326_H_2 385_E_3 410_B_2
D17Mit244	MTH900	Chr17	49.2 P	WC17.28	183_F_5 317_D_8 416_E_2 433_H_5
D17Mit162	MT2619	Chr17	49.2 P		121_G_12
D17Mit129	MT1311	Chr17	49.2 F	WC17.27	179_A_9 299_A_2 323_H_11 330_B_2 403_B_12 406_H_12
D17Mit243	MTH1224	Chr17	49.2 P	WC17.23	121_B_5 121_E_10 127_D_11 128_A_6 151_C_4 185_C_12 218_F_12 289_B_2 319_C_4 326_B_4 377_B_11 408_B_7 87_D_6
D17Mit221	MT5244	Chr17	50.3 P	WC17.28	317_D_8 326_H_1 449_C_2
