01.MHAa42e1.seq	WC9.14
45.MMHAP63FLG6.seq	WC9.44
45.MMHAP66FLG6.seq	WC18.14
45.MMHAP67FLG6.seq	WC2.30
45.MMHAP68FLG6.seq	WC6.27
45.MMHAP6FLG6.seq	WC12.12
45.MMHAP75FRG12.seq	WC6.13
45.MMHAP76FLG6.seq	WC15.10
45.MMHAP76FRG12.seq	WC15.9
45.MMHAP79FRG12.seq	WC8.13
45.MMHAP81FLG6.seq	WC18.17
45.MMHAP82FLG6.seq	WC7.12
45.MMHAP84FLG6.seq	WC8.18
45.MMHAP90FRG12.seq	WC6.8
45.MMHAP93FRG12.seq	WC1.38
45.MMHAP94FLG6.seq	WC1.48
45.MMHAP94FRG12.seq	WC6.47
45.MMHAP97FLG6.seq	WC11.10
46.MHAa56h10.seq	WC4.53
46.MHAa63h10.seq	WC8.4
46.MHAa64h10.seq	WC1.13
46.MHAa65T_M13Rev.seq	WC16.22
46.MHAa89h10.seq	WC7.50
46.MHAa90d10.seq	WC14.12
46.MHAa92d10.seq	WC4.47
46.MMHAP10FH4.seq	WC16.22
46.MMHAP11FLH4.seq	WC14.13
46.MMHAP11FRH10.seq	WC13.20
46.MMHAP12FLH4.seq	WC18.13
46.MMHAP14FLH4.seq	WC12.26
46.MMHAP17FH4.seq	WC2.7
46.MMHAP17FRH10.seq	WC2.69
46.MMHAP18FLH4.seq	WC15.37
46.MMHAP20FLH4.seq	WC11.9
46.MMHAP24FRH10.seq	WC19.21
46.MMHAP25FRH10.seq	WC6.28
46.MMHAP28FLH4.seq	WC12.10
46.MMHAP28FRH10.seq	WC6.19
46.MMHAP31FLH4.seq	WC16.19
46.MMHAP38FRH10.seq	WC7.32
46.MMHAP4FLH4.seq	WC10.37
46.MMHAP52FLH4.seq	WC8.6
46.MMHAP57FLH4.seq	WC7.41
46.MMHAP59FLH4.seq	WC2.43
46.MMHAP63FLH4.seq	WC18.5
46.MMHAP64FRH10.seq	WC16.31
46.MMHAP66FRH10.seq	WC12.10
46.MMHAP70FLH4.seq	WC1.53
46.MMHAP75FRH10.seq	WC14.20
46.MMHAP76FLH4.seq	WC11.34
46.MMHAP81FRH10.seq	WC1.44
46.MMHAP82FLH4.seq	WC1.17
46.MMHAP86FRH10.seq	WC11.9
46.MMHAP87FLH4.seq	WC13.9
46.MMHAP94FRH10.seq	WC3.28
46.MMHAP97FRH10.seq	WC3.48
46.MMHAP9FLH4.seq	WC13.4
47.E1_9_6_95.seq	WC9.29
47.MHAa56h11.seq	WC8.26
47.MHAa63d11.seq	WC2.62
47.MHAa95d11.seq	WC13.23
47.MHAa98h11.seq	WC3.1
47.MMHAP12FRH11.seq	WC15.29
47.MMHAP16FLH5.seq	WC12.14
47.MMHAP23FLH5.seq	WC17.2
47.MMHAP28FRH11.seq	WC14.38
47.MMHAP30FLH5.seq	WC9.16
47.MMHAP34FRH11.seq	WC10.4
47.MMHAP35FRH11.seq	WC3.49
47.MMHAP36FLH5.seq	WC3.38
47.MMHAP40FLH5.seq	WC1.20
47.MMHAP42FLH5.seq	WC12.21
47.MMHAP44FLH5.seq	WC12.4
47.MMHAP57FLH5.seq	WC12.11
47.MMHAP57FRH11.seq	WC14.35
47.MMHAP5FLH5.seq	WC19.6
47.MMHAP61FRH11.seq	WC7.29
47.MMHAP66FLH5.seq	WC5.10
47.MMHAP67FLH5.seq	WC12.26
47.MMHAP6FLH5.seq	WC7.41
47.MMHAP76FRH11.seq	WC10.30
47.MMHAP79FLH5.seq	WC14.36
47.MMHAP7FRH11.seq	WC10.2
47.MMHAP86FRH11.seq	WC16.10
47.MMHAP87FLH5.seq	WC2.45
47.MMHAP88FLH5.seq	WC15.31
47.MMHAP8FRH11.seq	WC8.7
47.MMHAP91FLH5.seq	WC6.12
47.MMHAP97FLH5.seq	WC18.26
47.MMHAP97FRH11.seq	WC11.11
47.MMHAP9FLH5.seq	WC6.29
47.MMHAP9FRH11.seq	WC8.14
48.MHAa59d12.seq	WC1.13
48.MMHAP11FRH12.seq	WC14.22
48.MMHAP22FRH12.seq	WC3.35
48.MMHAP23FRH12.seq	WC4.15
48.MMHAP25FLH6.seq	WC16.22
48.MMHAP28FLH6.seq	WC2.30
48.MMHAP33FLH6.seq	WC11.14
48.MMHAP33FRH12.seq	WC10.48
48.MMHAP34FLH6.seq	WC3.25
48.MMHAP34FRH12.seq	WC1.19
48.MMHAP37FRH12.seq	WC15.15
48.MMHAP38FLH6.seq	WC11.11
48.MMHAP46FRH12.seq	WC11.11
48.MMHAP4FLH6.seq	WC2.28
48.MMHAP4FRH12.seq	WC15.26
48.MMHAP59FRH12.seq	WC13.34
48.MMHAP61FRH12.seq	WC2.47
48.MMHAP63FRH12.seq	WC16.28
48.MMHAP66FRH12.seq	WC8.45
48.MMHAP68FRH12.seq	WC9.3
48.MMHAP69FRH12.seq	WC17.17
48.MMHAP6FRH12.seq	WC2.3
48.MMHAP70FRH12.seq	WC5.31
48.MMHAP75FLH6.seq	WC10.24
48.MMHAP76FLH6.seq	WC10.35
48.MMHAP79FLH6.seq	WC18.19
48.MMHAP80FLH6.seq	WC2.16
48.MMHAP81FLH6.seq	WC3.30
48.MMHAP84FRH12.seq	WC3.30
48.MMHAP86FRH12.seq	WC11.15
48.MMHAP8FRH12.seq	WC3.8
48.MMHAP90FLH6.seq	WC11.3
48.MMHAP90FRH12.seq	WC12.25
48.MMHAP9FRH12.seq	WC6.24
9_15_61lon.seq	WC18.17
9_15_65lon.seq	WC18.17
9_15_91.seq	WC11.20
9_5_28.seq	WCX.27
A650	WC12.6
A659	WC1.23
A751	WC8.36
A892	WC4.47
Adrb3_-_d8Rck5	WC17.6
B106	WC11.16
B165	WC16.32
B208	WC14.7
B249	WC7.12
D00570	WC8.19
D00622	WC5.11
D10727	WC1.68
D10Mit10	WC10.35
D10Mit100	WC10.44
D10Mit103	WC10.48
D10Mit104	WC10.6
D10Mit105	WC10.9
D10Mit109	WC10.15
D10Mit11	WC10.35
D10Mit110	WC10.20
D10Mit111	WC10.24
D10Mit113	WC10.24
D10Mit114	WC10.25
D10Mit115	WC10.25
D10Mit116	WC10.28
D10Mit119	WC10.36
D10Mit12	WC10.37
D10Mit121	WC10.43
D10Mit122	WC10.40
D10Mit123	WC10.4
D10Mit125	WC10.9
D10Mit13	WC10.43
D10Mit130	WC10.24
D10Mit132	WC10.32
D10Mit134	WC10.38
D10Mit135	WC10.38
D10Mit136	WC10.43
D10Mit14	WC10.45
D10Mit140	WC10.32
D10Mit141	WC10.18
D10Mit143	WC10.42
D10Mit144	WC10.34
D10Mit145	WC10.48
D10Mit147	WC10.18
D10Mit148	WC10.17
D10Mit149	WC10.22
D10Mit150	WC10.42
D10Mit152	WC10.3
D10Mit153	WC10.3
D10Mit154	WC10.3
D10Mit155	WC10.13
D10Mit158	WC10.28
D10Mit159	WC10.33
D10Mit16	WC10.7
D10Mit160	WC10.32
D10Mit161	WC10.35
D10Mit162	WC10.39
D10Mit164	WC10.45
D10Mit168	WC10.6
D10Mit169	WC10.6
D10Mit17	WC10.7
D10Mit170	WC10.19
D10Mit173	WC10.27
D10Mit174	WC10.28
D10Mit175	WC10.30
D10Mit176	WC10.35
D10Mit177	WC10.35
D10Mit178	WC10.37
D10Mit179	WC10.45
D10Mit180	WC10.45
D10Mit181	WC10.2
D10Mit182	WC10.3
D10Mit183	WC10.8
D10Mit184	WC10.15
D10Mit185	WC10.24
D10Mit187	WC10.45
D10Mit188	WC10.6
D10Mit189	WC10.6
D10Mit190	WC10.6
D10Mit192	WC10.12
D10Mit193	WC10.15
D10Mit194	WC10.16
D10Mit197	WC10.24
D10Mit2	WC10.7
D10Mit200	WC10.26
D10Mit201	WC10.32
D10Mit202	WC10.37
D10Mit203	WC10.41
D10Mit206	WC10.6
D10Mit208	WC10.32
D10Mit21	WC10.31
D10Mit210	WC10.6
D10Mit211	WC10.6
D10Mit212	WC10.6
D10Mit213	WC10.6
D10Mit214	WC10.9
D10Mit215	WC10.14
D10Mit216	WC10.17
D10Mit217	WC10.18
D10Mit22	WC10.32
D10Mit220	WC10.24
D10Mit222	WC10.24
D10Mit224	WC10.25
D10Mit225	WC10.28
D10Mit227	WC10.32
D10Mit228	WC10.33
D10Mit23	WC10.31
D10Mit230	WC10.34
D10Mit231	WC10.35
D10Mit233	WC10.43
D10Mit234	WC10.45
D10Mit235.1	WC10.45
D10Mit237	WC10.45
D10Mit238	WC10.46
D10Mit24	WC10.45
D10Mit240	WC10.24
D10Mit242	WC10.29
D10Mit245	WC10.4
D10Mit247	WC10.6
D10Mit25	WC10.46
D10Mit250	WC10.9
D10Mit251	WC10.10
D10Mit252	WC10.12
D10Mit253	WC10.13
D10Mit255	WC10.15
D10Mit257.1	WC10.20
D10Mit259	WC10.26
D10Mit260	WC10.30
D10Mit261	WC10.33
D10Mit263	WC10.34
D10Mit264	WC10.35
D10Mit265	WC10.35
D10Mit266	WC10.43
D10Mit267	WC10.45
D10Mit269	WC10.47
D10Mit275	WC10.36
D10Mit279	WC10.2
D10Mit28	WC10.2
D10Mit281	WC10.6
D10Mit284	WC10.13
D10Mit285	WC10.16
D10Mit286	WC10.21
D10Mit287	WC10.28
D10Mit289	WC10.37
D10Mit290	WC10.37
D10Mit291	WC10.36
D10Mit293	WC10.40
D10Mit295	WC10.44
D10Mit296	WC10.45
D10Mit297	WC10.48
D10Mit298	WC10.2
D10Mit3	WC10.11
D10Mit30	WC10.23
D10Mit300	WC10.32
D10Mit302	WC10.35
D10Mit303.1	WC10.43
D10Mit304	WC10.45
D10Mit308	WC10.8
D10Mit312	WC10.4
D10Mit314	WC10.32
D10Mit33	WC10.44
D10Mit34	WC10.44
D10Mit35	WC10.46
D10Mit36	WC10.19
D10Mit38	WC10.17
D10Mit40	WC10.19
D10Mit41	WC10.35
D10Mit42	WC10.32
D10Mit43	WC10.35
D10Mit46	WC10.44
D10Mit47	WC10.44
D10Mit49	WC10.1
D10Mit5	WC10.20
D10Mit50	WC10.6
D10Mit54	WC10.14
D10Mit55	WC10.14
D10Mit56	WC10.18
D10Mit57	WC10.18
D10Mit58	WC10.18
D10Mit59	WC10.20
D10Mit62	WC10.24
D10Mit64	WC10.28
D10Mit65	WC10.32
D10Mit66	WC10.34
D10Mit67	WC10.35
D10Mit68	WC10.35
D10Mit69	WC10.35
D10Mit71	WC10.43
D10Mit74	WC10.45
D10Mit75	WC10.1
D10Mit76	WC10.2
D10Mit77	WC10.2
D10Mit79	WC10.3
D10Mit8	WC10.33
D10Mit80	WC10.3
D10Mit81	WC10.5
D10Mit83	WC10.6
D10Mit85	WC10.11
D10Mit87	WC10.9
D10Mit89	WC10.18
D10Mit91	WC10.28
D10Mit93	WC10.33
D10Mit94	WC10.34
D10Mit95	WC10.35
D10Mit99	WC10.41
D11Mit1.1	WC11.2
D11Mit10	WC11.35
D11Mit100	WC11.37
D11Mit101	WC11.37
D11Mit103.1	WC11.39
D11Mit107.1	WC11.22
D11Mit108	WC11.11
D11Mit109	WC11.11
D11Mit11	WC11.37
D11Mit111	WC11.16
D11Mit112	WC11.17
D11Mit113	WC11.21
D11Mit116	WC11.24
D11Mit118	WC11.27
D11Mit119	WC11.28
D11Mit12	WC11.37
D11Mit120	WC11.28
D11Mit121	WC11.29
D11Mit122	WC11.31
D11Mit123.3	WC11.34
D11Mit124	WC11.34
D11Mit125	WC11.34
D11Mit127	WC11.36
D11Mit128	WC11.37
D11Mit129	WC11.1
D11Mit13	WC11.36
D11Mit130	WC11.12
D11Mit131	WC11.17
D11Mit132	WC11.34
D11Mit133	WC11.4
D11Mit134	WC11.9
D11Mit135	WC11.10
D11Mit136	WC11.12
D11Mit138	WC11.15
D11Mit139	WC11.15
D11Mit14	WC11.34
D11Mit140	WC11.16
D11Mit141	WC11.16
D11Mit142	WC11.17
D11Mit143	WC11.17
D11Mit144	WC11.26
D11Mit147	WC11.36
D11Mit15	WC11.22
D11Mit150	WC11.4
D11Mit151	WC11.8
D11Mit152	WC11.8
D11Mit153	WC11.15
D11Mit154	WC11.16
D11Mit155	WC11.17
D11Mit156	WC11.19
D11Mit157	WC11.18
D11Mit159	WC11.29
D11Mit160	WC11.34
D11Mit161	WC11.37
D11Mit164	WC11.17
D11Mit165	WC11.29
D11Mit166	WC11.36
D11Mit167	WC11.37
D11Mit168	WC11.37
D11Mit170	WC11.6
D11Mit171.2	WC11.6
D11Mit172	WC11.9
D11Mit173	WC11.10
D11Mit174	WC11.12
D11Mit175	WC11.12
D11Mit176	WC11.15
D11Mit177	WC11.20
D11Mit178	WC11.29
D11Mit179	WC11.30
D11Mit180	WC11.37
D11Mit181	WC11.37
D11Mit182	WC11.37
D11Mit183.2	WC11.37
D11Mit184	WC11.37
D11Mit185	WC11.9
D11Mit188	WC11.12
D11Mit189	WC11.12
D11Mit19	WC11.8
D11Mit190	WC11.14
D11Mit191	WC11.14
D11Mit193	WC11.21
D11Mit194	WC11.25
D11Mit195	WC11.29
D11Mit196.1	WC11.29
D11Mit197	WC11.34
D11Mit198	WC11.34
D11Mit199	WC11.34
D11Mit2	WC11.5
D11Mit20.1	WC11.12
D11Mit200	WC11.34
D11Mit201	WC11.36
D11Mit202	WC11.37
D11Mit203.1	WC11.39
D11Mit205	WC11.10
D11Mit206	WC11.12
D11Mit208	WC11.17
D11Mit209	WC11.21
D11Mit21	WC11.12
D11Mit210	WC11.22
D11Mit211	WC11.29
D11Mit212	WC11.30
D11Mit213	WC11.32
D11Mit214	WC11.37
D11Mit215	WC11.9
D11Mit216	WC11.10
D11Mit217	WC11.11
D11Mit218	WC11.12
D11Mit219	WC11.23
D11Mit22	WC11.14
D11Mit220	WC11.29
D11Mit222	WC11.34
D11Mit223	WC11.36
D11Mit224	WC11.37
D11Mit225	WC11.37
D11Mit226	WC11.1
D11Mit227	WC11.3
D11Mit23	WC11.16
D11Mit230	WC11.9
D11Mit232.1	WC11.11
D11Mit233	WC11.11
D11Mit234	WC11.12
D11Mit236	WC11.12
D11Mit237	WC11.12
D11Mit239	WC11.14
D11Mit240	WC11.16
D11Mit243	WC11.22
D11Mit244	WC11.24
D11Mit246	WC11.26
D11Mit247	WC11.27
D11Mit249	WC11.34
D11Mit250.1	WC11.34
D11Mit251	WC11.36
D11Mit252	WC11.37
D11Mit253	WC11.37
D11Mit254	WC11.37
D11Mit256	WC11.37
D11Mit257	WC11.37
D11Mit258	WC11.37
D11Mit260	WC11.18
D11Mit261	WC11.18
D11Mit262	WC11.27
D11Mit264	WC11.34
D11Mit266	WC11.11
D11Mit268	WC11.12
D11Mit269	WC11.12
D11Mit270	WC11.12
D11Mit271	WC11.13
D11Mit273	WC11.16
D11Mit275	WC11.18
D11Mit276	WC11.20
D11Mit279	WC11.23
D11Mit28	WC11.22
D11Mit280	WC11.24
D11Mit281	WC11.29
D11Mit282	WC11.29
D11Mit283	WC11.28
D11Mit284	WC11.30
D11Mit285	WC11.30
D11Mit286	WC11.30
D11Mit287	WC11.31
D11Mit288	WC11.32
D11Mit289	WC11.32
D11Mit29	WC11.22
D11Mit290	WC11.36
D11Mit291	WC11.37
D11Mit292	WC11.37
D11Mit294	WC11.7
D11Mit295	WC11.6
D11Mit296	WC11.12
D11Mit298.5	WC11.22
D11Mit299	WC11.24
D11Mit30	WC11.22
D11Mit300	WC11.37
D11Mit301	WC11.37
D11Mit302	WC11.37
D11Mit303.1	WC11.39
D11Mit304	WC11.2
D11Mit307	WC11.12
D11Mit308	WC11.12
D11Mit309	WC11.15
D11Mit310	WC11.16
D11Mit313	WC11.17
D11Mit316	WC11.17
D11Mit317	WC11.18
D11Mit318	WC11.18
D11Mit319	WC11.27
D11Mit32	WC11.26
D11Mit320	WC11.22
D11Mit321	WC11.24
D11Mit322	WC11.24
D11Mit323	WC11.29
D11Mit324.2	WC11.29
D11Mit325	WC11.29
D11Mit326	WC11.28
D11Mit327	WC11.30
D11Mit329	WC11.34
D11Mit33	WC11.28
D11Mit330	WC11.34
D11Mit331	WC11.34
D11Mit332	WC11.34
D11Mit333	WC11.37
D11Mit334	WC11.37
D11Mit335	WC11.40
D11Mit336	WC11.37
D11Mit337.2	WC11.38
D11Mit338.3	WC11.37
D11Mit34	WC11.26
D11Mit344	WC11.8
D11Mit345	WC11.10
D11Mit347	WC11.12
D11Mit348	WC11.15
D11Mit349	WC11.17
D11Mit35	WC11.28
D11Mit350	WC11.19
D11Mit351	WC11.21
D11Mit352	WC11.24
D11Mit353	WC11.26
D11Mit354	WC11.28
D11Mit355	WC11.29
D11Mit356	WC11.29
D11Mit357	WC11.30
D11Mit359	WC11.34
D11Mit36	WC11.28
D11Mit360	WC11.34
D11Mit361	WC11.37
D11Mit362.1	WC11.38
D11Mit363	WC11.10
D11Mit364	WC11.23
D11Mit365	WC11.27
D11Mit366	WC11.26
D11Mit367	WC11.12
D11Mit368	WC11.22
D11Mit37	WC11.28
D11Mit372	WC11.24
D11Mit38	WC11.29
D11Mit39	WC11.29
D11Mit4	WC11.22
D11Mit40	WC11.26
D11Mit41	WC11.30
D11Mit42.1	WC11.37
D11Mit48.1	WC11.39
D11Mit49.1	WC11.39
D11Mit5	WC11.21
D11Mit50	WC11.37
D11Mit51	WC11.11
D11Mit53	WC11.9
D11Mit54	WC11.33
D11Mit56	WC11.29
D11Mit58	WC11.35
D11Mit59.2	WC11.34
D11Mit61	WC11.37
D11Mit62	WC11.1
D11Mit63	WC11.3
D11Mit64	WC11.17
D11Mit66	WC11.28
D11Mit67	WC11.34
D11Mit69.2	WC11.40
D11Mit7	WC11.24
D11Mit72	WC11.2
D11Mit74	WC11.2
D11Mit75	WC11.3
D11Mit76	WC11.3
D11Mit77	WC11.3
D11Mit78	WC11.3
D11Mit79	WC11.6
D11Mit80	WC11.7
D11Mit81	WC11.8
D11Mit82	WC11.8
D11Mit84	WC11.10
D11Mit86	WC11.16
D11Mit87	WC11.16
D11Mit89	WC11.21
D11Mit90	WC11.22
D11Mit91	WC11.26
D11Mit92	WC11.27
D11Mit93	WC11.28
D11Mit94	WC11.26
D11Mit95	WC11.27
D11Mit96	WC11.26
D11Mit97	WC11.28
D11Mit98	WC11.34
D11Mit99	WC11.34
D12Mit1	WC12.3
D12Mit10	WC12.7
D12Mit100	WC12.32
D12Mit102	WC12.32
D12Mit103	WC12.1
D12Mit104.2	WC12.2
D12Mit105	WC12.7
D12Mit106	WC12.9
D12Mit107	WC12.10
D12Mit108	WC12.11
D12Mit109	WC12.15
D12Mit110	WC12.18
D12Mit112	WC12.17
D12Mit114	WC12.22
D12Mit116	WC12.25
D12Mit119	WC12.26
D12Mit12	WC12.7
D12Mit121	WC12.28
D12Mit122	WC12.33
D12Mit123.1	WC12.33
D12Mit126	WC12.18
D12Mit127	WC12.18
D12Mit128	WC12.23
D12Mit129	WC12.23
D12Mit13	WC12.7
D12Mit130	WC12.23
D12Mit131	WC12.32
D12Mit132	WC12.33
D12Mit133	WC12.36
D12Mit134	WC12.38
D12Mit135	WC12.1
D12Mit136	WC12.10
D12Mit137	WC12.22
D12Mit138	WC12.26
D12Mit139	WC12.33
D12Mit14	WC12.25
D12Mit141	WC12.36
D12Mit142	WC12.9
D12Mit143	WC12.25
D12Mit144	WC12.37
D12Mit146	WC12.12
D12Mit147	WC12.13
D12Mit149	WC12.25
D12Mit15	WC12.26
D12Mit151	WC12.2
D12Mit153	WC12.13
D12Mit154	WC12.14
D12Mit155	WC12.21
D12Mit156	WC12.24
D12Mit157	WC12.25
D12Mit158	WC12.25
D12Mit16.1	WC12.34
D12Mit160	WC12.26
D12Mit161	WC12.26
D12Mit164	WC12.29
D12Mit165.3	WC12.26
D12Mit166	WC12.32
D12Mit167	WC12.32
D12Mit168	WC12.3
D12Mit169	WC12.6
D12Mit170	WC12.6
D12Mit171	WC12.10
D12Mit172	WC12.17
D12Mit173	WC12.19
D12Mit174	WC12.23
D12Mit175	WC12.23
D12Mit176	WC12.25
D12Mit177	WC12.25
D12Mit178	WC12.26
D12Mit179	WC12.26
D12Mit180	WC12.32
D12Mit181	WC12.33
D12Mit183	WC12.2
D12Mit184	WC12.6
D12Mit185	WC12.8
D12Mit186	WC12.14
D12Mit187	WC12.15
D12Mit188	WC12.18
D12Mit189	WC12.18
D12Mit192	WC12.23
D12Mit193	WC12.26
D12Mit194	WC12.26
D12Mit196	WC12.38
D12Mit197	WC12.2
D12Mit199	WC12.18
D12Mit2	WC12.15
D12Mit200.3	WC12.22
D12Mit201	WC12.21
D12Mit204	WC12.26
D12Mit205	WC12.26
D12Mit206	WC12.26
D12Mit209	WC12.5
D12Mit210	WC12.20
D12Mit211	WC12.27
D12Mit212	WC12.21
D12Mit213	WC12.21
D12Mit214	WC12.25
D12Mit215	WC12.2
D12Mit216	WC12.5
D12Mit218	WC12.7
D12Mit219	WC12.8
D12Mit221	WC12.13
D12Mit222	WC12.14
D12Mit223	WC12.18
D12Mit225	WC12.21
D12Mit226	WC12.23
D12Mit227	WC12.25
D12Mit230	WC12.26
D12Mit231	WC12.31
D12Mit232	WC12.33
D12Mit233	WC12.33
D12Mit235	WC12.15
D12Mit236	WC12.16
D12Mit237	WC12.18
D12Mit238	WC12.26
D12Mit239	WC12.26
D12Mit240	WC12.3
D12Mit241	WC12.5
D12Mit242	WC12.10
D12Mit243	WC12.13
D12Mit244	WC12.15
D12Mit245	WC12.16
D12Mit247.2	WC12.19
D12Mit248	WC12.22
D12Mit250	WC12.22
D12Mit252	WC12.23
D12Mit254	WC12.26
D12Mit255	WC12.25
D12Mit258	WC12.26
D12Mit259	WC12.26
D12Mit260	WC12.26
D12Mit262	WC12.34
D12Mit263	WC12.38
D12Mit264	WC12.1
D12Mit266	WC12.1
D12Mit267	WC12.2
D12Mit268	WC12.8
D12Mit27	WC12.33
D12Mit270	WC12.11
D12Mit273	WC12.21
D12Mit274	WC12.21
D12Mit275	WC12.26
D12Mit276	WC12.26
D12Mit279	WC12.33
D12Mit28	WC12.32
D12Mit280	WC12.35
D12Mit281	WC12.7
D12Mit282	WC12.7
D12Mit284	WC12.8
D12Mit285	WC12.18
D12Mit286	WC12.23
D12Mit287	WC12.23
D12Mit288	WC12.25
D12Mit289	WC12.32
D12Mit29	WC12.32
D12Mit290	WC12.32
D12Mit293	WC12.28
D12Mit3	WC12.23
D12Mit30	WC12.31
D12Mit33	WC12.21
D12Mit35.1	WC12.22
D12Mit37	WC12.1
D12Mit4	WC12.24
D12Mit41.1	WC12.38
D12Mit46	WC12.13
D12Mit47	WC12.26
D12Mit49	WC12.6
D12Mit5	WC12.25
D12Mit50	WC12.32
D12Mit51	WC12.26
D12Mit52	WC12.23
D12Mit53	WC12.33
D12Mit54	WC12.18
D12Mit56	WC12.4
D12Mit59	WC12.11
D12Mit6	WC12.26
D12Mit60	WC12.12
D12Mit62	WC12.15
D12Mit64	WC12.18
D12Mit65	WC12.18
D12Mit66	WC12.18
D12Mit67	WC12.18
D12Mit68	WC12.20
D12Mit7	WC12.32
D12Mit70	WC12.22
D12Mit71	WC12.22
D12Mit72	WC12.22
D12Mit74	WC12.21
D12Mit76	WC12.26
D12Mit77	WC12.27
D12Mit78	WC12.27
D12Mit80	WC12.33
D12Mit82	WC12.6
D12Mit85	WC12.10
D12Mit87	WC12.18
D12Mit88	WC12.18
D12Mit89	WC12.19
D12Mit9	WC12.2
D12Mit90	WC12.21
D12Mit91	WC12.21
D12Mit92	WC12.21
D12Mit94	WC12.26
D12Mit95	WC12.26
D12Mit96	WC12.30
D12Mit97	WC12.31
D12Mit98	WC12.31
D12Mit99	WC12.32
D13738	WC4.32
D13Mit10	WC13.13
D13Mit102	WC13.24
D13Mit103	WC13.24
D13Mit104.2	WC13.29
D13Mit105	WC13.28
D13Mit106	WC13.28
D13Mit108	WC13.28
D13Mit11.3	WC13.23
D13Mit110	WC13.29
D13Mit111	WC13.29
D13Mit113	WC13.16
D13Mit114	WC13.6
D13Mit115	WC13.7
D13Mit117	WC13.11
D13Mit118	WC13.12
D13Mit119	WC13.12
D13Mit120	WC13.13
D13Mit122	WC13.17
D13Mit123	WC13.19
D13Mit124	WC13.21
D13Mit125	WC13.24
D13Mit126	WC13.25
D13Mit128	WC13.29
D13Mit129	WC13.34
D13Mit13	WC13.16
D13Mit131	WC13.36
D13Mit133	WC13.9
D13Mit134	WC13.6
D13Mit136	WC13.10
D13Mit137	WC13.11
D13Mit138	WC13.12
D13Mit140	WC13.14
D13Mit141	WC13.17
D13Mit142	WC13.17
D13Mit143.1	WC13.23
D13Mit144	WC13.29
D13Mit145	WC13.29
D13Mit146	WC13.31
D13Mit147	WC13.30
D13Mit148	WC13.33
D13Mit149	WC13.33
D13Mit150.2	WC13.34
D13Mit152	WC13.2
D13Mit153	WC13.4
D13Mit154	WC13.8
D13Mit155	WC13.13
D13Mit157	WC13.17
D13Mit158	WC13.1
D13Mit159	WC13.28
D13Mit16	WC13.7
D13Mit160	WC13.28
D13Mit161	WC13.28
D13Mit162	WC13.4
D13Mit163	WC13.9
D13Mit164	WC13.13
D13Mit165	WC13.13
D13Mit166	WC13.13
D13Mit167	WC13.17
D13Mit169	WC13.28
D13Mit17	WC13.7
D13Mit170	WC13.33
D13Mit171	WC13.34
D13Mit172	WC13.6
D13Mit173	WC13.6
D13Mit174	WC13.4
D13Mit175	WC13.7
D13Mit176	WC13.9
D13Mit177	WC13.11
D13Mit178	WC13.13
D13Mit179	WC13.13
D13Mit18	WC13.10
D13Mit180	WC13.13
D13Mit181	WC13.13
D13Mit182	WC13.13
D13Mit184	WC13.16
D13Mit186	WC13.17
D13Mit187	WC13.22
D13Mit189	WC13.23
D13Mit19	WC13.13
D13Mit190.2	WC13.24
D13Mit191	WC13.25
D13Mit194	WC13.30
D13Mit195	WC13.31
D13Mit196	WC13.34
D13Mit197	WC13.9
D13Mit198	WC13.10
D13Mit199	WC13.13
D13Mit20	WC13.16
D13Mit201	WC13.22
D13Mit202	WC13.26
D13Mit203.2	WC13.31
D13Mit204	WC13.35
D13Mit205	WC13.2
D13Mit206	WC13.8
D13Mit207	WC13.4
D13Mit208	WC13.16
D13Mit209	WC13.17
D13Mit21	WC13.16
D13Mit210	WC13.23
D13Mit211	WC13.31
D13Mit213	WC13.33
D13Mit214	WC13.34
D13Mit216	WC13.6
D13Mit218	WC13.4
D13Mit219	WC13.4
D13Mit220	WC13.9
D13Mit223	WC13.17
D13Mit225	WC13.22
D13Mit227	WC13.32
D13Mit228	WC13.34
D13Mit229	WC13.12
D13Mit23	WC13.16
D13Mit230	WC13.34
D13Mit231	WC13.22
D13Mit233	WC13.25
D13Mit234	WC13.31
D13Mit235	WC13.3
D13Mit237	WC13.4
D13Mit238	WC13.4
D13Mit24	WC13.23
D13Mit240	WC13.4
D13Mit241	WC13.10
D13Mit242	WC13.10
D13Mit243	WC13.13
D13Mit244	WC13.13
D13Mit245	WC13.13
D13Mit247	WC13.13
D13Mit248	WC13.14
D13Mit249	WC13.14
D13Mit25	WC13.23
D13Mit250	WC13.16
D13Mit251	WC13.16
D13Mit252	WC13.17
D13Mit254	WC13.23
D13Mit255	WC13.23
D13Mit257	WC13.23
D13Mit26	WC13.23
D13Mit261	WC13.34
D13Mit263	WC13.34
D13Mit264	WC13.4
D13Mit265	WC13.10
D13Mit266	WC13.11
D13Mit267	WC13.13
D13Mit268	WC13.13
D13Mit269	WC13.13
D13Mit270	WC13.31
D13Mit271	WC13.4
D13Mit273	WC13.9
D13Mit274	WC13.10
D13Mit277	WC13.13
D13Mit278	WC13.13
D13Mit279	WC13.17
D13Mit28	WC13.28
D13Mit280	WC13.22
D13Mit281	WC13.18
D13Mit282	WC13.17
D13Mit283	WC13.19
D13Mit284	WC13.23
D13Mit285	WC13.25
D13Mit286	WC13.28
D13Mit287	WC13.31
D13Mit29	WC13.27
D13Mit291	WC13.34
